freq : 100.00 MHz
SWR : 1.965000
 Theta 	 Phi 	 Gain(dB)     	   Gain     	    Phase(deg)
180 	 300 	 -40.94901     	   8.03709311604e-05     	    -65.09499
180 	 315 	 -134.9725     	   3.18236507776e-14     	    -78.7555
180 	 330 	 -40.94934     	   8.03648243825e-05     	    114.9056
180 	 345 	 -35.22977     	   0.000299932135721     	    114.9054
180 	 360 	 -32.21944     	   0.000599868421162     	    114.9054
freq : 940.00 MHz
SWR : 1.965000
0 	 0 	 -32.0638     	   0.000621756021558     	    157.8615
0 	 15 	 -30.3029     	   0.000932631328557     	    157.8615
0 	 30 	 -29.35464     	   0.00116020838539     	    157.8615
0 	 45 	 -29.05352     	   0.00124350632896     	    157.8616
0 	 60 	 -29.35465     	   0.00116020571391     	    157.8616
0 	 75 	 -30.30292     	   0.000932627033641     	    157.8616
0 	 90 	 -32.06384     	   0.000621750294999     	    157.8617
0 	 105 	 -35.07416     	   0.000310873712766     	    157.8617
0 	 120 	 -40.79368     	   8.32975062981e-05     	    157.8619
0 	 135 	 -139.7557     	   1.05786439466e-14     	    -54.47288
0 	 150 	 -40.79352     	   8.33005751482e-05     	    -22.13876
0 	 165 	 -35.07408     	   0.000310879439324     	    -22.13858
0 	 180 	 -32.0638     	   0.000621756021558     	    -22.13851
0 	 195 	 -30.3029     	   0.000932631328557     	    -22.13848
0 	 210 	 -29.35464     	   0.00116020838539     	    -22.13845
0 	 225 	 -29.05352     	   0.00124350632896     	    -22.13843
0 	 240 	 -29.35465     	   0.00116020571391     	    -22.1384
0 	 255 	 -30.30292     	   0.000932627033641     	    -22.13837
0 	 270 	 -32.06384     	   0.000621750294999     	    -22.13834
0 	 285 	 -35.07416     	   0.000310873712766     	    -22.13827
0 	 300 	 -40.79367     	   8.32976980979e-05     	    -22.13809
0 	 315 	 -140.0773     	   9.82358483494e-15     	    124.1484
0 	 330 	 -40.79352     	   8.33005751482e-05     	    157.8612
0 	 345 	 -35.07408     	   0.000310879439324     	    157.8614
0 	 360 	 -32.0638     	   0.000621756021558     	    157.8615
15 	 0 	 -10.35012     	   0.0922545935916     	    38.22225
15 	 15 	 -10.42652     	   0.0906458654935     	    39.14716
15 	 30 	 -10.47382     	   0.0896639774403     	    39.73652
15 	 45 	 -10.48981     	   0.0893344565914     	    39.93893
15 	 60 	 -10.47382     	   0.0896639774403     	    39.73651
15 	 75 	 -10.42652     	   0.0906458654935     	    39.14714
15 	 90 	 -10.35012     	   0.0922545935916     	    38.22223
15 	 105 	 -10.24855     	   0.0944376127083     	    37.04013
15 	 120 	 -10.12765     	   0.0971035259572     	    35.69669
15 	 135 	 -9.995128     	   0.100112244893     	    34.29442
15 	 150 	 -9.860076     	   0.103274333296     	    32.93258
15 	 165 	 -9.732262     	   0.106358890924     	    31.69945
15 	 180 	 -9.621196     	   0.109113980698     	    30.66776
15 	 195 	 -9.535258     	   0.111294627438     	    29.89293
15 	 210 	 -9.480952     	   0.11269503947     	    29.41322
15 	 225 	 -9.462382     	   0.113177943937     	    29.25089
15 	 240 	 -9.480952     	   0.11269503947     	    29.41323
15 	 255 	 -9.535258     	   0.111294627438     	    29.89294
15 	 270 	 -9.621197     	   0.109113955573     	    30.66779
15 	 285 	 -9.732263     	   0.106358866434     	    31.69949
15 	 300 	 -9.860077     	   0.103274309516     	    32.93262
15 	 315 	 -9.995128     	   0.100112244893     	    34.29446
15 	 330 	 -10.12765     	   0.0971035259572     	    35.69672
15 	 345 	 -10.24855     	   0.0944376127083     	    37.04017
15 	 360 	 -10.35012     	   0.0922545935916     	    38.22225
30 	 0 	 -4.43722     	   0.359979691136     	    36.32748
30 	 15 	 -4.474389     	   0.356911958963     	    36.78655
30 	 30 	 -4.497648     	   0.355005596858     	    37.07678
30 	 45 	 -4.505561     	   0.354359352947     	    37.17606
30 	 60 	 -4.497648     	   0.355005596858     	    37.07678
30 	 75 	 -4.474389     	   0.356911958963     	    36.78655
30 	 90 	 -4.43722     	   0.359979691136     	    36.32747
30 	 105 	 -4.388476     	   0.364042761406     	    35.73401
30 	 120 	 -4.331293     	   0.368867761342     	    35.04976
30 	 135 	 -4.269452     	   0.374157797147     	    34.32363
30 	 150 	 -4.207147     	   0.379564249294     	    33.6059
30 	 165 	 -4.148695     	   0.384707364377     	    32.94458
30 	 180 	 -4.098219     	   0.389204721394     	    32.38239
30 	 195 	 -4.059324     	   0.392706057207     	    31.95457
30 	 210 	 -4.034802     	   0.394929704252     	    31.68719
30 	 225 	 -4.026427     	   0.395692027425     	    31.59627
30 	 240 	 -4.034803     	   0.394929613316     	    31.68719
30 	 255 	 -4.059324     	   0.392706057207     	    31.95458
30 	 270 	 -4.09822     	   0.389204631776     	    32.38241
30 	 285 	 -4.148695     	   0.384707364377     	    32.94459
30 	 300 	 -4.207147     	   0.379564249294     	    33.60592
30 	 315 	 -4.269453     	   0.374157710994     	    34.32365
30 	 330 	 -4.331293     	   0.368867761342     	    35.04977
30 	 345 	 -4.388477     	   0.364042677582     	    35.73403
30 	 360 	 -4.43722     	   0.359979691136     	    36.32748
45 	 0 	 -1.348211     	   0.733126469546     	    35.79183
45 	 15 	 -1.370057     	   0.729447936381     	    36.11418
45 	 30 	 -1.383778     	   0.727146972064     	    36.31733
45 	 45 	 -1.388457     	   0.726363980641     	    36.38671
45 	 60 	 -1.383778     	   0.727146972064     	    36.31733
45 	 75 	 -1.370057     	   0.729447936381     	    36.11417
45 	 90 	 -1.348211     	   0.733126469546     	    35.79182
45 	 105 	 -1.319703     	   0.737954694747     	    35.37326
45 	 120 	 -1.286443     	   0.743627941783     	    34.88803
45 	 135 	 -1.250669     	   0.749778702318     	    34.36993
45 	 150 	 -1.214813     	   0.755994611512     	    33.85455
45 	 165 	 -1.181327     	   0.761846190037     	    33.3767
45 	 180 	 -1.152521     	   0.766916179318     	    32.96817
45 	 195 	 -1.13039     	   0.77083424441     	    32.6558
45 	 210 	 -1.116467     	   0.773309419056     	    32.45992
45 	 225 	 -1.111716     	   0.774155850115     	    32.3932
45 	 240 	 -1.116467     	   0.773309419056     	    32.45993
45 	 255 	 -1.130391     	   0.770834066919     	    32.65581
45 	 270 	 -1.152522     	   0.766916002729     	    32.96818
45 	 285 	 -1.181328     	   0.761846014615     	    33.37671
45 	 300 	 -1.214813     	   0.755994611512     	    33.85456
45 	 315 	 -1.25067     	   0.749778529676     	    34.36995
45 	 330 	 -1.286443     	   0.743627941783     	    34.88804
45 	 345 	 -1.319703     	   0.737954694747     	    35.37327
45 	 360 	 -1.348211     	   0.733126469546     	    35.79183
60 	 0 	 0.4620566     	   1.11225831212     	    35.59992
60 	 15 	 0.4492402     	   1.10898078164     	    35.86379
60 	 30 	 0.441161     	   1.1069196574     	    36.02982
60 	 45 	 0.4384015     	   1.10621654587     	    36.08648
60 	 60 	 0.4411619     	   1.10691988679     	    36.02982
60 	 75 	 0.4492402     	   1.10898078164     	    35.86379
60 	 90 	 0.4620566     	   1.11225831212     	    35.59992
60 	 105 	 0.4787084     	   1.11653113993     	    35.25654
60 	 120 	 0.4980436     	   1.12151312378     	    34.85742
60 	 135 	 0.5187406     	   1.12687063032     	    34.43002
60 	 150 	 0.5393925     	   1.13224197184     	    34.00359
60 	 165 	 0.5585979     	   1.1372600673     	    33.60705
60 	 180 	 0.5750535     	   1.14157736743     	    33.26714
60 	 195 	 0.5876542     	   1.14489437069     	    33.00665
60 	 210 	 0.5955609     	   1.1469806467     	    32.84304
60 	 225 	 0.5982548     	   1.14769233193     	    32.78726
60 	 240 	 0.5955609     	   1.1469806467     	    32.84304
60 	 255 	 0.5876533     	   1.14489413343     	    33.00665
60 	 270 	 0.5750535     	   1.14157736743     	    33.26714
60 	 285 	 0.558597     	   1.13725983163     	    33.60706
60 	 300 	 0.5393925     	   1.13224197184     	    34.0036
60 	 315 	 0.5187406     	   1.12687063032     	    34.43003
60 	 330 	 0.4980427     	   1.12151289137     	    34.85743
60 	 345 	 0.4787084     	   1.11653113993     	    35.25655
60 	 360 	 0.4620566     	   1.11225831212     	    35.59992
75 	 0 	 1.446552     	   1.39526018042     	    35.55511
75 	 15 	 1.440415     	   1.39328993558     	    35.79257
75 	 30 	 1.436522     	   1.39204155514     	    35.94187
75 	 45 	 1.435188     	   1.39161403456     	    35.99279
75 	 60 	 1.436522     	   1.39204155514     	    35.94187
75 	 75 	 1.440415     	   1.39328993558     	    35.79257
75 	 90 	 1.446552     	   1.39526018042     	    35.55511
75 	 105 	 1.454461     	   1.3978034241     	    35.24577
75 	 120 	 1.463567     	   1.40073732077     	    34.88574
75 	 135 	 1.473234     	   1.40385870727     	    34.4997
75 	 150 	 1.482804     	   1.40695562461     	    34.11398
75 	 165 	 1.491635     	   1.40981945701     	    33.75482
75 	 180 	 1.499148     	   1.41226045983     	    33.44656
75 	 195 	 1.504859     	   1.41411881291     	    33.21009
75 	 210 	 1.508423     	   1.41527977355     	    33.06145
75 	 225 	 1.509633     	   1.41567414354     	    33.01074
75 	 240 	 1.508423     	   1.41527977355     	    33.06145
75 	 255 	 1.504858     	   1.41411848729     	    33.21009
75 	 270 	 1.499147     	   1.41226013465     	    33.44657
75 	 285 	 1.491635     	   1.40981945701     	    33.75483
75 	 300 	 1.482803     	   1.40695530065     	    34.11399
75 	 315 	 1.473233     	   1.40385838402     	    34.4997
75 	 330 	 1.463566     	   1.40073699824     	    34.88575
75 	 345 	 1.454461     	   1.3978034241     	    35.24577
75 	 360 	 1.446552     	   1.39526018042     	    35.55511
90 	 0 	 1.776006     	   1.50522214817     	    35.59494
90 	 15 	 1.775705     	   1.50511782813     	    35.8243
90 	 30 	 1.775475     	   1.50503812002     	    35.96846
90 	 45 	 1.77539     	   1.50500866374     	    36.01761
90 	 60 	 1.775475     	   1.50503812002     	    35.96846
90 	 75 	 1.775705     	   1.50511782813     	    35.8243
90 	 90 	 1.776006     	   1.50522214817     	    35.59493
90 	 105 	 1.776299     	   1.50532370253     	    35.29596
90 	 120 	 1.776522     	   1.50540099934     	    34.94777
90 	 135 	 1.776641     	   1.50544224904     	    34.57416
90 	 150 	 1.77665     	   1.50544536882     	    34.20062
90 	 165 	 1.776559     	   1.50541382476     	    33.85257
90 	 180 	 1.776397     	   1.50535767104     	    33.55366
90 	 195 	 1.776214     	   1.50529424066     	    33.32425
90 	 210 	 1.776068     	   1.50524363692     	    33.18
90 	 225 	 1.776012     	   1.50522422771     	    33.13079
90 	 240 	 1.776068     	   1.50524363692     	    33.18
90 	 255 	 1.776213     	   1.50529389405     	    33.32426
90 	 270 	 1.776397     	   1.50535767104     	    33.55367
90 	 285 	 1.776557     	   1.50541313149     	    33.85257
90 	 300 	 1.776649     	   1.50544502217     	    34.20063
90 	 315 	 1.776641     	   1.50544224904     	    34.57417
90 	 330 	 1.776521     	   1.50540065271     	    34.94777
90 	 345 	 1.776299     	   1.50532370253     	    35.29596
90 	 360 	 1.776006     	   1.50522214817     	    35.59494
105 	 0 	 1.498739     	   1.41212746544     	    35.69956
105 	 15 	 1.504331     	   1.41394689975     	    35.93547
105 	 30 	 1.507811     	   1.41508034891     	    36.08368
105 	 45 	 1.508991     	   1.41546488561     	    36.13421
105 	 60 	 1.507811     	   1.41508034891     	    36.08368
105 	 75 	 1.504331     	   1.41394689975     	    35.93547
105 	 90 	 1.498739     	   1.41212746544     	    35.69955
105 	 105 	 1.491363     	   1.40973116234     	    35.39189
105 	 120 	 1.48267     	   1.40691221417     	    35.03336
105 	 135 	 1.473235     	   1.40385903052     	    34.64839
105 	 150 	 1.463702     	   1.40078086323     	    34.26321
105 	 165 	 1.454733     	   1.39789097171     	    33.90408
105 	 180 	 1.446958     	   1.39539062235     	    33.59548
105 	 195 	 1.44094     	   1.39345837462     	    33.35852
105 	 210 	 1.437133     	   1.39223741239     	    33.20947
105 	 225 	 1.435828     	   1.3918191255     	    33.15861
105 	 240 	 1.437132     	   1.39223709181     	    33.20947
105 	 255 	 1.44094     	   1.39345837462     	    33.35852
105 	 270 	 1.446957     	   1.39539030105     	    33.59548
105 	 285 	 1.454732     	   1.39789064983     	    33.90408
105 	 300 	 1.463702     	   1.40078086323     	    34.26321
105 	 315 	 1.473233     	   1.40385838402     	    34.64839
105 	 330 	 1.482669     	   1.40691189022     	    35.03336
105 	 345 	 1.491363     	   1.40973116234     	    35.39189
105 	 360 	 1.498739     	   1.41212746544     	    35.69956
120 	 0 	 0.5745872     	   1.14145480337     	    35.87582
120 	 15 	 0.587059     	   1.14473747382     	    36.13519
120 	 30 	 0.5948765     	   1.14679990949     	    36.29804
120 	 45 	 0.5975384     	   1.14750302743     	    36.35354
120 	 60 	 0.5948765     	   1.14679990949     	    36.29804
120 	 75 	 0.587059     	   1.14473747382     	    36.13519
120 	 90 	 0.5745872     	   1.14145480337     	    35.87582
120 	 105 	 0.558282     	   1.13717734754     	    35.53722
120 	 120 	 0.5392343     	   1.13220072853     	    35.14217
120 	 135 	 0.5187388     	   1.12687016327     	    34.71739
120 	 150 	 0.498196     	   1.12155247994     	    34.29177
120 	 165 	 0.479013     	   1.11660945253     	    33.89438
120 	 180 	 0.4625072     	   1.1123737199     	    33.55249
120 	 195 	 0.4498172     	   1.10912812968     	    33.28973
120 	 210 	 0.4418269     	   1.10708939346     	    33.12434
120 	 225 	 0.4391007     	   1.10639465748     	    33.0679
120 	 240 	 0.4418279     	   1.10708964837     	    33.12435
120 	 255 	 0.4498172     	   1.10912812968     	    33.28974
120 	 270 	 0.4625072     	   1.1123737199     	    33.5525
120 	 285 	 0.479013     	   1.11660945253     	    33.89438
120 	 300 	 0.498195     	   1.12155222169     	    34.29177
120 	 315 	 0.5187388     	   1.12687016327     	    34.7174
120 	 330 	 0.5392343     	   1.13220072853     	    35.14217
120 	 345 	 0.558282     	   1.13717734754     	    35.53722
120 	 360 	 0.5745872     	   1.14145480337     	    35.87582
135 	 0 	 -1.153112     	   0.766811822334     	    36.17065
135 	 15 	 -1.131133     	   0.77070237977     	    36.48123
135 	 30 	 -1.117312     	   0.773158972085     	    36.67594
135 	 45 	 -1.112598     	   0.773998644311     	    36.74226
135 	 60 	 -1.117312     	   0.773158972085     	    36.67594
135 	 75 	 -1.131133     	   0.77070237977     	    36.48123
135 	 90 	 -1.153113     	   0.766811645769     	    36.17065
135 	 105 	 -1.181733     	   0.761774972209     	    35.76437
135 	 120 	 -1.215022     	   0.755958230881     	    35.28911
135 	 135 	 -1.250678     	   0.749777148534     	    34.77657
135 	 150 	 -1.286254     	   0.743660304326     	    34.26143
135 	 165 	 -1.319327     	   0.738018587563     	    33.77904
135 	 180 	 -1.347663     	   0.733218982499     	    33.36296
135 	 195 	 -1.369366     	   0.729564007076     	    33.0425
135 	 210 	 -1.382991     	   0.727278752813     	    32.84052
135 	 225 	 -1.387635     	   0.726501474375     	    32.77153
135 	 240 	 -1.382991     	   0.727278752813     	    32.84052
135 	 255 	 -1.369366     	   0.729564007076     	    33.04251
135 	 270 	 -1.347663     	   0.733218982499     	    33.36296
135 	 285 	 -1.319327     	   0.738018587563     	    33.77904
135 	 300 	 -1.286254     	   0.743660304326     	    34.26143
135 	 315 	 -1.250678     	   0.749777148534     	    34.77657
135 	 330 	 -1.215022     	   0.755958230881     	    35.28911
135 	 345 	 -1.181733     	   0.761774972209     	    35.76437
135 	 360 	 -1.153112     	   0.766811822334     	    36.17065
150 	 0 	 -4.099088     	   0.389126851404     	    36.75025
150 	 15 	 -4.060406     	   0.392608230721     	    37.17522
150 	 30 	 -4.036025     	   0.394818505273     	    37.4408
150 	 45 	 -4.027699     	   0.395576150623     	    37.5311
150 	 60 	 -4.036026     	   0.394818414363     	    37.4408
150 	 75 	 -4.060407     	   0.39260814032     	    37.17522
150 	 90 	 -4.099089     	   0.389126761804     	    36.75025
150 	 105 	 -4.149299     	   0.384653864482     	    36.19179
150 	 120 	 -4.207459     	   0.379536982129     	    35.53485
150 	 135 	 -4.269468     	   0.374156418701     	    34.82194
150 	 150 	 -4.331023     	   0.368890694489     	    34.10079
150 	 165 	 -4.387944     	   0.364087358475     	    33.42131
150 	 180 	 -4.436463     	   0.360042443114     	    32.83204
