freq : 100.00 MHz
SWR : 1.965000
 Theta 	 Phi 	 Gain(dB)     	   Gain     	    Phase(deg)
45 	 180 	 -1.274956     	   0.745597425916     	    84.36131
45 	 195 	 -1.252774     	   0.749415377017     	    84.16265
45 	 210 	 -1.238846     	   0.751822640528     	    84.03809
45 	 225 	 -1.234099     	   0.752644859875     	    83.99567
45 	 240 	 -1.238846     	   0.751822640528     	    84.0381
45 	 255 	 -1.252771     	   0.749415894695     	    84.16266
45 	 270 	 -1.274952     	   0.745598112637     	    84.36132
45 	 285 	 -1.303904     	   0.740644155291     	    84.62117
45 	 300 	 -1.337673     	   0.734907534628     	    84.92514
45 	 315 	 -1.373969     	   0.728791166468     	    85.25299
45 	 330 	 -1.410318     	   0.72271688274     	    85.58258
45 	 345 	 -1.444242     	   0.717093523258     	    85.89127
45 	 360 	 -1.473414     	   0.71229287474     	    86.15756
60 	 0 	 0.3329998     	   1.07969223998     	    86.03793
60 	 15 	 0.3200319     	   1.07647312056     	    86.20611
60 	 30 	 0.3118622     	   1.07445002421     	    86.31195
60 	 45 	 0.3090719     	   1.07375992219     	    86.34807
60 	 60 	 0.3118612     	   1.07444977681     	    86.31195
60 	 75 	 0.3200295     	   1.07647252568     	    86.20611
60 	 90 	 0.3329974     	   1.07969164332     	    86.03793
60 	 105 	 0.3498562     	   1.08389102452     	    85.81907
60 	 120 	 0.3694424     	   1.08879029224     	    85.5647
60 	 135 	 0.3904164     	   1.09406125945     	    85.29229
60 	 150 	 0.4113484     	   1.09934711237     	    85.02047
60 	 165 	 0.4308108     	   1.10428476356     	    84.7677
60 	 180 	 0.4474831     	   1.10853219294     	    84.55106
60 	 195 	 0.4602437     	   1.11179411274     	    84.38507
60 	 210 	 0.468248     	   1.11384510345     	    84.28085
60 	 225 	 0.4709751     	   1.11454474874     	    84.24532
60 	 240 	 0.468249     	   1.11384535992     	    84.28085
60 	 255 	 0.4602456     	   1.11179459914     	    84.38508
60 	 270 	 0.4474854     	   1.10853278001     	    84.55106
60 	 285 	 0.4308136     	   1.10428547551     	    84.76771
60 	 300 	 0.4113512     	   1.09934782115     	    85.02047
60 	 315 	 0.3904206     	   1.0940623175     	    85.29229
60 	 330 	 0.3694467     	   1.08879137026     	    85.5647
60 	 345 	 0.3498596     	   1.08389187308     	    85.81908
60 	 360 	 0.3329998     	   1.07969223998     	    86.03793
75 	 0 	 1.314541     	   1.35348703489     	    86.01177
75 	 15 	 1.308478     	   1.35159880772     	    86.16341
75 	 30 	 1.304648     	   1.35040737156     	    86.25877
75 	 45 	 1.303338     	   1.35000009793     	    86.29129
75 	 60 	 1.304647     	   1.35040706062     	    86.25877
75 	 75 	 1.308477     	   1.3515984965     	    86.16341
75 	 90 	 1.314538     	   1.35348609993     	    86.01177
75 	 105 	 1.322396     	   1.3559372758     	    85.81426
75 	 120 	 1.3315     	   1.35878267246     	    85.58439
75 	 135 	 1.341227     	   1.36182938195     	    85.33787
75 	 150 	 1.350917     	   1.36487129472     	    85.09153
75 	 165 	 1.359907     	   1.36769953731     	    84.86214
75 	 180 	 1.367588     	   1.3701206124     	    84.66528
75 	 195 	 1.373447     	   1.37197026842     	    84.51431
75 	 210 	 1.377113     	   1.37312887546     	    84.41944
75 	 225 	 1.378359     	   1.37352288554     	    84.38709
75 	 240 	 1.377113     	   1.37312887546     	    84.41944
75 	 255 	 1.373449     	   1.37197090024     	    84.51432
75 	 270 	 1.367589     	   1.37012092789     	    84.66528
75 	 285 	 1.35991     	   1.36770048208     	    84.86214
75 	 300 	 1.35092     	   1.36487223754     	    85.09153
75 	 315 	 1.341231     	   1.36183063624     	    85.33787
75 	 330 	 1.331503     	   1.35878361107     	    85.58439
75 	 345 	 1.322398     	   1.35593790023     	    85.81426
75 	 360 	 1.314541     	   1.35348703489     	    86.01177
90 	 0 	 1.643194     	   1.45988753354     	    86.03934
90 	 15 	 1.643107     	   1.45985828865     	    86.18604
90 	 30 	 1.643033     	   1.45983341415     	    86.27826
90 	 45 	 1.643006     	   1.45982433842     	    86.30971
90 	 60 	 1.643032     	   1.45983307801     	    86.27826
90 	 75 	 1.643106     	   1.4598579525     	    86.18604
90 	 90 	 1.643192     	   1.45988686123     	    86.03934
90 	 105 	 1.643261     	   1.45991005586     	    85.84816
90 	 120 	 1.643294     	   1.45992114908     	    85.62551
90 	 135 	 1.643289     	   1.45991946828     	    85.38658
90 	 150 	 1.643247     	   1.45990534968     	    85.14764
90 	 165 	 1.643169     	   1.45987912977     	    84.92499
90 	 180 	 1.643063     	   1.45984349835     	    84.7338
90 	 195 	 1.642948     	   1.4598048426     	    84.5871
90 	 210 	 1.642856     	   1.45977391874     	    84.49488
90 	 225 	 1.642821     	   1.4597621544     	    84.46344
90 	 240 	 1.642857     	   1.45977425487     	    84.49489
90 	 255 	 1.642949     	   1.45980517874     	    84.5871
90 	 270 	 1.643065     	   1.45984417063     	    84.7338
90 	 285 	 1.643172     	   1.45988013822     	    84.92499
90 	 300 	 1.64325     	   1.45990635814     	    85.14764
90 	 315 	 1.643292     	   1.45992047676     	    85.38658
90 	 330 	 1.643297     	   1.45992215756     	    85.62551
90 	 345 	 1.643263     	   1.45991072818     	    85.84816
90 	 360 	 1.643194     	   1.45988753354     	    86.03934
105 	 0 	 1.367735     	   1.37016698903     	    86.10796
105 	 15 	 1.373625     	   1.37202650117     	    86.259
105 	 30 	 1.377308     	   1.37319053089     	    86.35391
105 	 45 	 1.378561     	   1.37358677262     	    86.38628
105 	 60 	 1.377308     	   1.37319053089     	    86.35391
105 	 75 	 1.373623     	   1.37202586933     	    86.25901
105 	 90 	 1.367733     	   1.37016635805     	    86.10797
105 	 105 	 1.360014     	   1.36773323464     	    85.91103
105 	 120 	 1.350979     	   1.3648907798     	    85.68155
105 	 135 	 1.341242     	   1.36183408555     	    85.43509
105 	 150 	 1.331465     	   1.35877172201     	    85.18847
105 	 165 	 1.322316     	   1.35591229874     	    84.95849
105 	 180 	 1.314419     	   1.35344901389     	    84.76089
105 	 195 	 1.308328     	   1.35155212595     	    84.60918
105 	 210 	 1.30448     	   1.35035513418     	    84.51378
105 	 225 	 1.303164     	   1.34994601129     	    84.48124
105 	 240 	 1.304481     	   1.35035544511     	    84.51379
105 	 255 	 1.308329     	   1.35155243716     	    84.60918
105 	 270 	 1.314422     	   1.35344994882     	    84.76089
105 	 285 	 1.322318     	   1.35591292316     	    84.95849
105 	 300 	 1.331468     	   1.35877266062     	    85.18847
105 	 315 	 1.341244     	   1.3618347127     	    85.43509
105 	 330 	 1.350982     	   1.36489172263     	    85.68154
105 	 345 	 1.360017     	   1.36773417944     	    85.91103
105 	 360 	 1.367735     	   1.37016698903     	    86.10796
120 	 0 	 0.4476545     	   1.10857594347     	    86.222
120 	 15 	 0.4604467     	   1.11184608197     	    86.38812
120 	 30 	 0.4684711     	   1.1139023239     	    86.49243
120 	 45 	 0.4712046     	   1.11460364767     	    86.52799
120 	 60 	 0.4684702     	   1.11390209306     	    86.49243
120 	 75 	 0.4604458     	   1.11184585156     	    86.38812
120 	 90 	 0.4476522     	   1.10857535638     	    86.22201
120 	 105 	 0.4309374     	   1.10431695473     	    86.00518
120 	 120 	 0.4114261     	   1.09936678106     	    85.7522
120 	 135 	 0.3904419     	   1.09406768335     	    85.48015
120 	 150 	 0.3694158     	   1.08878362355     	    85.2075
120 	 165 	 0.3497812     	   1.08387230655     	    84.95291
120 	 180 	 0.3328799     	   1.07966243225     	    84.73387
120 	 195 	 0.3198804     	   1.07643556935     	    84.56554
120 	 210 	 0.3116916     	   1.07440781838     	    84.4596
120 	 225 	 0.3088954     	   1.0737162848     	    84.42345
120 	 240 	 0.3116921     	   1.07440794208     	    84.4596
120 	 255 	 0.3198813     	   1.07643579242     	    84.56554
120 	 270 	 0.3328819     	   1.07966292946     	    84.73387
120 	 285 	 0.3497836     	   1.08387290552     	    84.9529
120 	 300 	 0.3694186     	   1.08878432552     	    85.2075
120 	 315 	 0.3904452     	   1.09406851468     	    85.48015
120 	 330 	 0.4114289     	   1.09936748985     	    85.7522
120 	 345 	 0.4309397     	   1.10431753957     	    86.00518
120 	 360 	 0.4476545     	   1.10857594347     	    86.222
135 	 0 	 -1.274747     	   0.745633307931     	    86.41146
135 	 15 	 -1.252528     	   0.749457827799     	    86.61034
135 	 30 	 -1.238578     	   0.751869036393     	    86.73504
135 	 45 	 -1.233823     	   0.752692692991     	    86.77752
135 	 60 	 -1.238578     	   0.751869036393     	    86.73505
135 	 75 	 -1.25253     	   0.749457482661     	    86.61035
135 	 90 	 -1.274749     	   0.745632964555     	    86.41147
135 	 105 	 -1.303752     	   0.740670077766     	    86.15131
135 	 120 	 -1.337578     	   0.734923610582     	    85.84697
135 	 135 	 -1.373937     	   0.728796536419     	    85.51872
135 	 150 	 -1.410348     	   0.722711890406     	    85.18874
135 	 165 	 -1.444327     	   0.71707948846     	    84.87967
135 	 180 	 -1.473547     	   0.712271061545     	    84.61305
135 	 195 	 -1.495999     	   0.708598290078     	    84.40769
135 	 210 	 -1.510128     	   0.706296737209     	    84.27825
135 	 225 	 -1.51495     	   0.705512966522     	    84.23404
135 	 240 	 -1.510127     	   0.70629689984     	    84.27824
135 	 255 	 -1.495997     	   0.708598616399     	    84.40768
135 	 270 	 -1.473545     	   0.712271389558     	    84.61304
135 	 285 	 -1.444324     	   0.717079983801     	    84.87966
135 	 300 	 -1.410345     	   0.722712389638     	    85.18873
135 	 315 	 -1.373933     	   0.728797207666     	    85.51872
135 	 330 	 -1.337576     	   0.734923949027     	    85.84697
135 	 345 	 -1.303749     	   0.740670589403     	    86.1513
135 	 360 	 -1.274747     	   0.745633307931     	    86.41146
150 	 0 	 -4.21584     	   0.37880525923     	    86.78271
150 	 15 	 -4.177333     	   0.382178894638     	    87.05477
150 	 30 	 -4.153151     	   0.384312844772     	    87.2248
150 	 45 	 -4.144908     	   0.385042971259     	    87.28263
150 	 60 	 -4.153151     	   0.384312844772     	    87.22481
150 	 75 	 -4.177334     	   0.382178806638     	    87.05478
150 	 90 	 -4.215843     	   0.37880499756     	    86.78272
150 	 105 	 -4.266098     	   0.374446865972     	    86.42524
150 	 120 	 -4.32471     	   0.369427312032     	    86.0047
150 	 135 	 -4.387702     	   0.36410764692     	    85.54825
150 	 150 	 -4.450782     	   0.358857312206     	    85.08639
150 	 165 	 -4.509635     	   0.354027093812     	    84.65107
150 	 180 	 -4.560224     	   0.349927118055     	    84.27339
150 	 195 	 -4.599073     	   0.346810869207     	    83.98114
150 	 210 	 -4.623507     	   0.344865142541     	    83.79632
150 	 225 	 -4.631843     	   0.344203831214     	    83.73309
150 	 240 	 -4.623506     	   0.344865221949     	    83.79632
150 	 255 	 -4.599071     	   0.346811028919     	    83.98113
150 	 270 	 -4.560221     	   0.349927359776     	    84.27338
150 	 285 	 -4.509632     	   0.354027338366     	    84.65106
150 	 300 	 -4.450779     	   0.358857560096     	    85.08638
150 	 315 	 -4.387697     	   0.364108066114     	    85.54824
150 	 330 	 -4.324706     	   0.369427652287     	    86.00468
150 	 345 	 -4.266095     	   0.374447124631     	    86.42522
150 	 360 	 -4.21584     	   0.37880525923     	    86.78271
165 	 0 	 -9.739883     	   0.106172415992     	    87.87124
165 	 15 	 -9.657247     	   0.108211969142     	    88.36416
165 	 30 	 -9.605412     	   0.109511266093     	    88.66952
165 	 45 	 -9.587753     	   0.109957460214     	    88.7729
165 	 60 	 -9.605413     	   0.109511240877     	    88.66953
165 	 75 	 -9.657251     	   0.108211869475     	    88.36418
165 	 90 	 -9.739887     	   0.106172318204     	    87.87127
165 	 105 	 -9.847879     	   0.103564783112     	    87.21542
165 	 120 	 -9.974005     	   0.100600351927     	    86.43194
165 	 135 	 -10.10972     	   0.0975052499649     	    85.56679
165 	 150 	 -10.2457     	   0.0944996064795     	    84.67556
165 	 165 	 -10.37256     	   0.0917791434026     	    83.82084
165 	 180 	 -10.48153     	   0.0895049388111     	    83.06767
165 	 195 	 -10.56513     	   0.0877984805452     	    82.47741
165 	 210 	 -10.61765     	   0.0867431122274     	    82.10077
165 	 225 	 -10.63556     	   0.0863861263115     	    81.97131
165 	 240 	 -10.61765     	   0.0867431122274     	    82.10076
165 	 255 	 -10.56512     	   0.0877986827089     	    82.47739
165 	 270 	 -10.48153     	   0.0895049388111     	    83.06765
165 	 285 	 -10.37255     	   0.0917793547321     	    83.82081
165 	 300 	 -10.24569     	   0.0944998240732     	    84.67553
165 	 315 	 -10.10971     	   0.0975054744793     	    85.56675
165 	 330 	 -9.973997     	   0.10060053724     	    86.4319
165 	 345 	 -9.847873     	   0.103564926192     	    87.2154
165 	 360 	 -9.739883     	   0.106172415992     	    87.87124
180 	 0 	 -34.43145     	   0.00036045827498     	    128.8841
180 	 15 	 -32.67053     	   0.000540688334931     	    128.8842
180 	 30 	 -31.72227     	   0.000672624992172     	    128.8843
180 	 45 	 -31.42115     	   0.000720916557159     	    128.8844
180 	 60 	 -31.72228     	   0.000672623443397     	    128.8845
180 	 75 	 -32.67054     	   0.000540687089952     	    128.8846
180 	 90 	 -34.43147     	   0.000360456615013     	    128.8848
180 	 105 	 -37.44179     	   0.000180227475727     	    128.8852
180 	 120 	 -43.16133     	   4.82910890918e-05     	    128.8861
180 	 135 	 -131.7088     	   6.74714432431e-14     	    -117.5057
180 	 150 	 -43.16107     	   4.82939802312e-05     	    -51.11769
180 	 165 	 -37.44166     	   0.000180232870666     	    -51.11669
180 	 180 	 -34.43138     	   0.000360464084928     	    -51.11634
180 	 195 	 -32.67048     	   0.000540694559872     	    -51.11616
180 	 210 	 -31.72222     	   0.000672632736098     	    -51.11603
180 	 225 	 -31.4211     	   0.000720924857065     	    -51.11592
180 	 240 	 -31.72222     	   0.000672632736098     	    -51.11584
180 	 255 	 -32.67049     	   0.000540693314878     	    -51.11575
180 	 270 	 -34.4314     	   0.000360462424934     	    -51.11564
180 	 285 	 -37.44169     	   0.000180231625666     	    -51.11547
180 	 300 	 -43.16113     	   4.82933130298e-05     	    -51.11505
180 	 315 	 -139.3926     	   1.15011164302e-14     	    9.366069
180 	 330 	 -43.16127     	   4.82917562624e-05     	    128.8835
180 	 345 	 -37.44175     	   0.000180229135691     	    128.8839
180 	 360 	 -34.43145     	   0.00036045827498     	    128.8841
freq : 620.00 MHz
SWR : 1.965000
0 	 0 	 -34.27951     	   0.000373292272744     	    -163.2318
0 	 15 	 -32.51859     	   0.00055993936442     	    -163.2316
0 	 30 	 -31.57032     	   0.000696575186663     	    -163.2314
0 	 45 	 -31.2692     	   0.000746586272018     	    -163.2312
0 	 60 	 -31.57032     	   0.000696575186663     	    -163.2311
0 	 75 	 -32.51858     	   0.00055994065373     	    -163.2309
0 	 90 	 -34.27949     	   0.000373293991822     	    -163.2306
0 	 105 	 -37.28978     	   0.000186647423819     	    -163.2302
0 	 120 	 -43.00923     	   5.00123198486e-05     	    -163.229
0 	 135 	 -130.7616     	   8.39150774994e-14     	    -80.50415
0 	 150 	 -43.00932     	   5.00112834407e-05     	    16.7665
0 	 165 	 -37.28982     	   0.00018664570474     	    16.76771
0 	 180 	 -34.27951     	   0.000373292272744     	    16.76815
0 	 195 	 -32.51859     	   0.00055993936442     	    16.7684
0 	 210 	 -31.57032     	   0.000696575186663     	    16.76859
0 	 225 	 -31.2692     	   0.000746586272018     	    16.76875
0 	 240 	 -31.57032     	   0.000696575186663     	    16.76891
0 	 255 	 -32.51858     	   0.00055994065373     	    16.7691
0 	 270 	 -34.27949     	   0.000373293991822     	    16.76935
0 	 285 	 -37.28978     	   0.000186647423819     	    16.76979
0 	 300 	 -43.00922     	   5.00124350063e-05     	    16.771
0 	 315 	 -130.7479     	   8.41802090647e-14     	    98.81908
0 	 330 	 -43.00932     	   5.00112834407e-05     	    -163.2335
0 	 345 	 -37.28981     	   0.000186646134508     	    -163.2323
0 	 360 	 -34.27951     	   0.000373292272744     	    -163.2318
15 	 0 	 -10.45901     	   0.0899702650705     	    63.6223
15 	 15 	 -10.54225     	   0.0882622511423     	    64.23185
15 	 30 	 -10.59451     	   0.0872065287959     	    64.62077
15 	 45 	 -10.61233     	   0.086849435503     	    64.75443
15 	 60 	 -10.59452     	   0.0872063279957     	    64.62075
15 	 75 	 -10.54225     	   0.0882622511423     	    64.23182
15 	 90 	 -10.45902     	   0.0899700579066     	    63.62226
15 	 105 	 -10.35042     	   0.0922482210902     	    62.84441
15 	 120 	 -10.22387     	   0.0949758086621     	    61.96161
15 	 135 	 -10.0881     	   0.0979918597376     	    61.04107
15 	 150 	 -9.952462     	   0.101100615597     	    60.14744
15 	 165 	 -9.8263     	   0.104080651007     	    59.33817
15 	 180 	 -9.718203     	   0.106703754287     	    58.66077
15 	 195 	 -9.63544     	   0.108756694657     	    58.15166
15 	 210 	 -9.583506     	   0.110065041076     	    57.83629
15 	 225 	 -9.565808     	   0.11051448393     	    57.72954
15 	 240 	 -9.583503     	   0.110065117106     	    57.83631
15 	 255 	 -9.635435     	   0.108756819868     	    58.1517
15 	 270 	 -9.718194     	   0.106703975412     	    58.66081
15 	 285 	 -9.82629     	   0.104080890662     	    59.33822
15 	 300 	 -9.952451     	   0.10110087167     	    60.14751
15 	 315 	 -10.08809     	   0.0979920853725     	    61.04114
15 	 330 	 -10.22386     	   0.0949760273523     	    61.96168
15 	 345 	 -10.35041     	   0.0922484334998     	    62.84446
15 	 360 	 -10.45901     	   0.0899702650705     	    63.6223
30 	 0 	 -4.538116     	   0.351712983004     	    62.37765
30 	 15 	 -4.576869     	   0.348588535675     	    62.67949
30 	 30 	 -4.601238     	   0.34663802372     	    62.87037
30 	 45 	 -4.609553     	   0.345974985661     	    62.93567
30 	 60 	 -4.60124     	   0.346637864088     	    62.87036
30 	 75 	 -4.576872     	   0.348588294879     	    62.67948
30 	 90 	 -4.538121     	   0.35171257808     	    62.37762
30 	 105 	 -4.487643     	   0.355824378936     	    61.98753
30 	 120 	 -4.428897     	   0.360670232662     	    61.53789
30 	 135 	 -4.365905     	   0.365939676657     	    61.06085
30 	 150 	 -4.302974     	   0.371280893024     	    60.58939
30 	 165 	 -4.244397     	   0.376322599483     	    60.15501
30 	 180 	 -4.194156     	   0.380701335218     	    59.78578
30 	 195 	 -4.155646     	   0.38409212238     	    59.50479
30 	 210 	 -4.131459     	   0.386237199964     	    59.32917
30 	 225 	 -4.123212     	   0.386971338799     	    59.26946
30 	 240 	 -4.131458     	   0.386237288898     	    59.32919
30 	 255 	 -4.155644     	   0.384092299261     	    59.50481
30 	 270 	 -4.194152     	   0.380701685857     	    59.7858
30 	 285 	 -4.244392     	   0.376323032741     	    60.15504
30 	 300 	 -4.302968     	   0.371281405968     	    60.58941
30 	 315 	 -4.365899     	   0.365940182221     	    61.06087
30 	 330 	 -4.428891     	   0.360670730946     	    61.53792
30 	 345 	 -4.487638     	   0.355824788594     	    61.98755
30 	 360 	 -4.538116     	   0.351712983004     	    62.37765
45 	 0 	 -1.451323     	   0.715925283234     	    62.02763
45 	 15 	 -1.473729     	   0.712241212992     	    62.23973
45 	 30 	 -1.487828     	   0.709932731804     	    62.37341
45 	 45 	 -1.492641     	   0.709146395869     	    62.41907
45 	 60 	 -1.48783     	   0.709932404868     	    62.37341
45 	 75 	 -1.473731     	   0.712240884993     	    62.23972
45 	 90 	 -1.451327     	   0.715924623843     	    62.02761
45 	 105 	 -1.422164     	   0.720748255675     	    61.75223
45 	 120 	 -1.388247     	   0.726399104303     	    61.433
45 	 135 	 -1.351895     	   0.732504842326     	    61.09216
45 	 150 	 -1.31559     	   0.738653908182     	    60.75313
45 	 165 	 -1.281804     	   0.74442268665     	    60.4388
45 	 180 	 -1.252835     	   0.749404850975     	    60.1701
45 	 195 	 -1.230635     	   0.75324542054     	    59.9647
45 	 210 	 -1.216696     	   0.755666900857     	    59.83591
45 	 225 	 -1.211945     	   0.756494021178     	    59.79204
45 	 240 	 -1.216695     	   0.755667074856     	    59.83591
45 	 255 	 -1.230633     	   0.753245767423     	    59.9647
45 	 270 	 -1.252832     	   0.749405368646     	    60.17011
45 	 285 	 -1.281801     	   0.744423200879     	    60.43881
45 	 300 	 -1.315586     	   0.738654588508     	    60.75314
45 	 315 	 -1.351891     	   0.732505516988     	    61.09218
45 	 330 	 -1.388242     	   0.726399940601     	    61.43302
45 	 345 	 -1.42216     	   0.720748919509     	    61.75225
45 	 360 	 -1.451323     	   0.715925283234     	    62.02763
60 	 0 	 0.3553018     	   1.08525096329     	    61.9036
60 	 15 	 0.3423306     	   1.08201444828     	    62.07747
60 	 30 	 0.3341586     	   1.07998036575     	    62.18687
60 	 45 	 0.3313673     	   1.07928646316     	    62.2242
60 	 60 	 0.3341577     	   1.07998014194     	    62.18686
60 	 75 	 0.3423287     	   1.08201397491     	    62.07746
60 	 90 	 0.3552999     	   1.0852504885     	    61.9036
60 	 105 	 0.3721619     	   1.08947229318     	    61.67737
60 	 120 	 0.3917525     	   1.09439789742     	    61.4144
60 	 135 	 0.4127313     	   1.09969722716     	    61.13281
60 	 150 	 0.4336678     	   1.1050114547     	    60.85182
60 	 165 	 0.4531366     	   1.10997618265     	    60.59054
60 	 180 	 0.4698146     	   1.11424696545     	    60.36661
60 	 195 	 0.4825794     	   1.11752678205     	    60.19504
60 	 210 	 0.4905875     	   1.11958932777     	    60.08732
60 	 225 	 0.4933154     	   1.12029278757     	    60.0506
60 	 240 	 0.490588     	   1.11958945667     	    60.08733
60 	 255 	 0.4825817     	   1.11752737389     	    60.19505
60 	 270 	 0.4698169     	   1.11424755555     	    60.36661
60 	 285 	 0.4531394     	   1.10997689828     	    60.59055
60 	 300 	 0.4336716     	   1.10501242156     	    60.85184
60 	 315 	 0.4127351     	   1.09969818937     	    61.13282
60 	 330 	 0.3917558     	   1.094398729     	    61.41442
60 	 345 	 0.3721657     	   1.08947324645     	    61.67738
60 	 360 	 0.3553018     	   1.08525096329     	    61.9036
75 	 0 	 1.337005     	   1.36050612088     	    61.87625
75 	 15 	 1.330933     	   1.35860528603     	    62.03293
75 	 30 	 1.327096     	   1.35740548577     	    62.13145
75 	 45 	 1.325783     	   1.35699516418     	    62.16506
75 	 60 	 1.327095     	   1.35740517321     	    62.13145
75 	 75 	 1.330931     	   1.35860466037     	    62.03293
75 	 90 	 1.337003     	   1.36050549435     	    61.87625
75 	 105 	 1.344869     	   1.36297189309     	    61.67216
75 	 120 	 1.353981     	   1.36583456765     	    61.43464
75 	 135 	 1.363716     	   1.36889961075     	    61.17991
75 	 150 	 1.373411     	   1.37195889579     	    60.92537
75 	 165 	 1.382403     	   1.3748024582     	    60.68835
75 	 180 	 1.390085     	   1.37723642386     	    60.48496
75 	 195 	 1.395945     	   1.37909600374     	    60.32898
75 	 210 	 1.399609     	   1.38025999271     	    60.23097
75 	 225 	 1.400856     	   1.38065636693     	    60.19755
75 	 240 	 1.39961     	   1.38026031053     	    60.23097
75 	 255 	 1.395946     	   1.37909632129     	    60.32898
75 	 270 	 1.390087     	   1.37723705811     	    60.48496
75 	 285 	 1.382406     	   1.37480340788     	    60.68835
75 	 300 	 1.373414     	   1.3719598435     	    60.92538
75 	 315 	 1.36372     	   1.36890087155     	    61.17992
75 	 330 	 1.353986     	   1.36583614013     	    61.43464
75 	 345 	 1.344872     	   1.3629728346     	    61.67217
75 	 360 	 1.337005     	   1.36050612088     	    61.87625
90 	 0 	 1.665718     	   1.46747867866     	    61.90442
90 	 15 	 1.665619     	   1.467445227     	    62.05592
90 	 30 	 1.665536     	   1.46741718225     	    62.15116
90 	 45 	 1.665503     	   1.46740603208     	    62.18365
90 	 60 	 1.665535     	   1.46741684436     	    62.15116
90 	 75 	 1.665616     	   1.46744421332     	    62.05592
90 	 90 	 1.665715     	   1.46747766496     	    61.90441
90 	 105 	 1.665797     	   1.46750537296     	    61.70695
90 	 120 	 1.665842     	   1.46752057879     	    61.477
90 	 135 	 1.665845     	   1.46752159252     	    61.23022
90 	 150 	 1.665809     	   1.46750942783     	    60.98345
90 	 165 	 1.665734     	   1.46748408506     	    60.75349
90 	 180 	 1.665628     	   1.46744826803     	    60.55603
90 	 195 	 1.665511     	   1.46740873514     	    60.40453
90 	 210 	 1.665418     	   1.46737731233     	    60.3093
90 	 225 	 1.665382     	   1.46736514884     	    60.27682
90 	 240 	 1.665418     	   1.46737731233     	    60.3093
90 	 255 	 1.665512     	   1.46740907302     	    60.40453
90 	 270 	 1.66563     	   1.46744894381     	    60.55603
90 	 285 	 1.665736     	   1.46748476086     	    60.75349
90 	 300 	 1.665812     	   1.46751044155     	    60.98345
90 	 315 	 1.665848     	   1.46752260625     	    61.23023
90 	 330 	 1.665845     	   1.46752159252     	    61.47701
90 	 345 	 1.665799     	   1.46750604877     	    61.70696
90 	 360 	 1.665718     	   1.46747867866     	    61.90442
105 	 0 	 1.390197     	   1.37727194181     	    61.97497
105 	 15 	 1.396074     	   1.37913696812     	    62.13088
105 	 30 	 1.399748     	   1.38030416993     	    62.22886
105 	 45 	 1.400998     	   1.38070151059     	    62.26228
105 	 60 	 1.399747     	   1.3803038521     	    62.22886
105 	 75 	 1.396072     	   1.379136333     	    62.13088
105 	 90 	 1.390194     	   1.37727099042     	    61.97496
105 	 105 	 1.382489     	   1.37482968262     	    61.77166
105 	 120 	 1.373467     	   1.37197658659     	    61.53475
105 	 135 	 1.363739     	   1.36890686039     	    61.28031
105 	 150 	 1.35397     	   1.36583110821     	    61.0257
105 	 165 	 1.344826     	   1.36295839821     	    60.78827
105 	 180 	 1.336933     	   1.36048356577     	    60.58427
105 	 195 	 1.330841     	   1.35857650593     	    60.42767
105 	 210 	 1.326994     	   1.35737360562     	    60.32919
105 	 225 	 1.325678     	   1.35696235631     	    60.2956
105 	 240 	 1.326995     	   1.35737391816     	    60.3292
105 	 255 	 1.330843     	   1.35857713158     	    60.42767
105 	 270 	 1.336935     	   1.36048419229     	    60.58427
105 	 285 	 1.344828     	   1.36295902588     	    60.78827
105 	 300 	 1.353973     	   1.3658320517     	    61.0257
105 	 315 	 1.363742     	   1.368907806     	    61.28032
105 	 330 	 1.37347     	   1.37197753432     	    61.53475
105 	 345 	 1.382492     	   1.37483063232     	    61.77166
105 	 360 	 1.390197     	   1.37727194181     	    61.97497
120 	 0 	 0.4699512     	   1.11428201276     	    62.09238
120 	 15 	 0.4827341     	   1.11756659018     	    62.26379
120 	 30 	 0.4907517     	   1.1196316585     	    62.37144
120 	 45 	 0.4934822     	   1.12033581562     	    62.40812
120 	 60 	 0.4907507     	   1.1196314007     	    62.37143
120 	 75 	 0.4827318     	   1.11756599832     	    62.26379
120 	 90 	 0.4699479     	   1.11428116607     	    62.09237
120 	 105 	 0.4532452     	   1.11000393915     	    61.86862
120 	 120 	 0.4337451     	   1.10503112295     	    61.60755
120 	 135 	 0.4127732     	   1.0997078369     	    61.3268
120 	 150 	 0.3917587     	   1.09439945978     	    61.04544
120 	 165 	 0.3721334     	   1.08946514369     	    60.7827
120 	 180 	 0.3552413     	   1.08523584516     	    60.55666
120 	 195 	 0.3422483     	   1.081993944     	    60.38295
120 	 210 	 0.3340632     	   1.07995664244     	    60.27363
120 	 225 	 0.3312685     	   1.07926191017     	    60.23633
120 	 240 	 0.3340637     	   1.07995676678     	    60.27364
120 	 255 	 0.3422492     	   1.08199416823     	    60.38296
120 	 270 	 0.3552441     	   1.08523654483     	    60.55666
120 	 285 	 0.3721362     	   1.08946584609     	    60.7827
120 	 300 	 0.391762     	   1.09440029137     	    61.04544
120 	 315 	 0.4127775     	   1.09970892574     	    61.32681
120 	 330 	 0.4337494     	   1.10503221706     	    61.60757
120 	 345 	 0.4532485     	   1.11000478259     	    61.86863
120 	 360 	 0.4699512     	   1.11428201276     	    62.09238
135 	 0 	 -1.252667     	   0.749433841086     	    62.28757
135 	 15 	 -1.230448     	   0.753277854737     	    62.49273
