"frequency";"r S21_dB";"i S21_dB"
5.53703e+08;43.4193;0
5.61878e+08;43.4731;0
5.70174e+08;43.4782;0
5.78591e+08;43.4976;0
5.87134e+08;43.5381;0
5.95802e+08;43.5601;0
6.04598e+08;43.5735;0
6.13524e+08;43.5898;0
6.22582e+08;43.5962;0
6.31774e+08;43.5764;0
6.41101e+08;43.5636;0
6.50566e+08;43.5758;0
6.60171e+08;43.5794;0
6.69917e+08;43.5889;0
6.79808e+08;43.6026;0
6.89844e+08;43.5785;0
7.00029e+08;43.5684;0
7.10364e+08;43.5906;0
7.20851e+08;43.597;0
7.31494e+08;43.5917;0
7.42293e+08;43.578;0
7.53252e+08;43.5531;0
7.64373e+08;43.5418;0
7.75658e+08;43.5499;0
7.87109e+08;43.5531;0
7.9873e+08;43.5544;0
8.10522e+08;43.5182;0
8.22489e+08;43.5068;0
8.34631e+08;43.527;0
8.46954e+08;43.5312;0
8.59458e+08;43.5281;0
8.72147e+08;43.5082;0
8.85023e+08;43.4875;0
8.98089e+08;43.5211;0
9.11348e+08;43.5326;0
9.24803e+08;43.4844;0
9.38456e+08;43.4237;0
9.52311e+08;43.4031;0
9.66371e+08;43.4184;0
9.80638e+08;43.4159;0
9.95116e+08;43.366;0
1.00981e+09;43.3256;0
1.02472e+09;43.3436;0
1.03984e+09;43.3449;0
1.0552e+09;43.2711;0
1.07078e+09;43.2181;0
1.08658e+09;43.2344;0
1.10263e+09;43.2437;0
1.1189e+09;43.1822;0
1.13542e+09;43.1432;0
1.15219e+09;43.1662;0
1.1692e+09;43.1631;0
1.18646e+09;43.0865;0
1.20398e+09;43.055;0
1.22175e+09;43.0823;0
1.23979e+09;43.0538;0
1.25809e+09;43.0463;0
1.27667e+09;43.0712;0
1.29551e+09;43.0417;0
1.31464e+09;42.9802;0
1.33405e+09;42.9572;0
1.35375e+09;42.9556;0
1.37373e+09;42.8914;0
1.39401e+09;42.8715;0
1.41459e+09;42.8772;0
1.43548e+09;42.8075;0
1.45667e+09;42.7883;0
1.47818e+09;42.78;0
1.5e+09;42.736;0
