"frequency";"r S21_phase";"i S21_phase"
6.32805e+07;-189.755;0
6.42148e+07;-189.867;0
6.51628e+07;-189.98;0
6.61249e+07;-190.095;0
6.71011e+07;-190.213;0
6.80918e+07;-190.332;0
6.90971e+07;-190.454;0
7.01172e+07;-190.582;0
7.11524e+07;-190.741;0
7.22029e+07;-190.904;0
7.32688e+07;-191.069;0
7.43506e+07;-191.237;0
7.54482e+07;-191.408;0
7.65621e+07;-191.583;0
7.76925e+07;-191.76;0
7.88395e+07;-191.941;0
8.00035e+07;-192.126;0
8.11846e+07;-192.268;0
8.23832e+07;-192.413;0
8.35995e+07;-192.562;0
8.48337e+07;-192.713;0
8.60862e+07;-192.868;0
8.73571e+07;-193.025;0
8.86468e+07;-193.187;0
8.99556e+07;-193.351;0
9.12837e+07;-193.538;0
9.26313e+07;-193.729;0
9.39989e+07;-193.924;0
9.53867e+07;-194.123;0
9.67949e+07;-194.327;0
9.8224e+07;-194.536;0
9.96741e+07;-194.749;0
1.01146e+08;-195.001;0
1.02639e+08;-195.267;0
1.04154e+08;-195.54;0
1.05692e+08;-195.819;0
1.07252e+08;-196.104;0
1.08836e+08;-196.395;0
1.10443e+08;-196.683;0
1.12073e+08;-196.949;0
1.13728e+08;-197.222;0
1.15407e+08;-197.503;0
1.17111e+08;-197.79;0
1.1884e+08;-198.085;0
1.20594e+08;-198.378;0
1.22375e+08;-198.661;0
1.24181e+08;-198.951;0
1.26015e+08;-199.25;0
1.27875e+08;-199.558;0
1.29763e+08;-199.875;0
1.31679e+08;-200.248;0
1.33623e+08;-200.638;0
1.35596e+08;-201.039;0
1.37598e+08;-201.452;0
1.39629e+08;-201.878;0
1.4169e+08;-202.272;0
1.43782e+08;-202.669;0
1.45905e+08;-203.08;0
1.48059e+08;-203.505;0
1.50245e+08;-203.945;0
1.52463e+08;-204.399;0
1.54714e+08;-204.869;0
1.56998e+08;-205.358;0
1.59316e+08;-205.867;0
1.61668e+08;-206.464;0
1.64055e+08;-207.113;0
1.66477e+08;-207.786;0
1.68935e+08;-208.487;0
1.71429e+08;-209.185;0
1.7396e+08;-209.891;0
1.76528e+08;-210.628;0
1.79134e+08;-211.399;0
1.81779e+08;-212.202;0
1.84463e+08;-213.041;0
1.87186e+08;-213.921;0
1.8995e+08;-214.844;0
1.92754e+08;-215.849;0
1.956e+08;-216.904;0
1.98488e+08;-218.012;0
2.01418e+08;-219.147;0
2.04392e+08;-220.31;0
2.07409e+08;-221.53;0
2.10471e+08;-222.8;0
2.13579e+08;-224.091;0
2.16732e+08;-225.428;0
2.19932e+08;-226.798;0
2.23179e+08;-228.259;0
2.26474e+08;-229.699;0
2.29817e+08;-231.056;0
2.3321e+08;-232.19;0
2.36653e+08;-232.991;0
2.40147e+08;-233.21;0
2.43692e+08;-232.432;0
2.4729e+08;-229.955;0
2.50941e+08;-224.678;0
2.54646e+08;-215.167;0
2.58406e+08;-200.774;0
2.62221e+08;-184.466;0
2.66092e+08;-171.407;0
2.7002e+08;-163.52;0
2.74007e+08;-159.704;0
2.78052e+08;-158.52;0
2.82157e+08;-158.943;0
2.86323e+08;-160.322;0
2.9055e+08;-162.241;0
2.9484e+08;-164.43;0
2.99193e+08;-166.767;0
3.0361e+08;-169.174;0
3.08092e+08;-171.583;0
3.12641e+08;-173.975;0
3.17257e+08;-176.331;0
3.2194e+08;-178.617;0
3.26693e+08;-180.829;0
3.31517e+08;-182.987;0
3.36411e+08;-185.094;0
3.41378e+08;-187.189;0
3.46418e+08;-189.309;0
3.51532e+08;-191.419;0
3.56722e+08;-193.519;0
3.61988e+08;-195.645;0
3.67333e+08;-197.813;0
3.72756e+08;-200.128;0
3.78259e+08;-202.615;0
3.83844e+08;-205.171;0
3.89511e+08;-207.86;0
3.95261e+08;-210.744;0
4.01097e+08;-213.875;0
4.07018e+08;-217.325;0
4.13028e+08;-221.013;0
4.19125e+08;-224.922;0
4.25313e+08;-228.985;0
4.31592e+08;-232.942;0
4.37964e+08;-236.115;0
4.4443e+08;-236.608;0
4.50992e+08;-230.32;0
4.5765e+08;-210.21;0
4.64406e+08;-182.69;0
4.71263e+08;-167.68;0
4.7822e+08;-163.263;0
4.85281e+08;-163.394;0
4.92445e+08;-165.343;0
4.99716e+08;-168.033;0
5.07093e+08;-170.76;0
5.1458e+08;-173.3;0
5.22177e+08;-175.616;0
5.29886e+08;-177.754;0
5.37709e+08;-179.844;0
5.45648e+08;-181.765;0
5.53703e+08;-183.622;0
5.61878e+08;-185.47;0
5.70174e+08;-187.257;0
5.78591e+08;-188.82;0
5.87134e+08;-190.292;0
5.95802e+08;-191.667;0
6.04598e+08;-192.943;0
6.13524e+08;-194.167;0
6.22582e+08;-195.412;0
6.31774e+08;-196.663;0
6.41101e+08;-197.81;0
6.50566e+08;-198.925;0
6.60171e+08;-199.999;0
6.69917e+08;-200.991;0
6.79808e+08;-202.065;0
6.89844e+08;-203.223;0
7.00029e+08;-204.286;0
7.10364e+08;-205.373;0
7.20851e+08;-206.391;0
7.31494e+08;-207.198;0
7.42293e+08;-208.112;0
7.53252e+08;-209.05;0
7.64373e+08;-210.008;0
7.75658e+08;-211.042;0
7.87109e+08;-211.949;0
7.9873e+08;-212.919;0
8.10522e+08;-213.923;0
8.22489e+08;-214.878;0
8.34631e+08;-215.887;0
8.46954e+08;-216.759;0
8.59458e+08;-217.584;0
8.72147e+08;-218.506;0
8.85023e+08;-219.391;0
8.98089e+08;-220.483;0
9.11348e+08;-221.51;0
9.24803e+08;-222.539;0
9.38456e+08;-223.413;0
9.52311e+08;-224.337;0
9.66371e+08;-225.313;0
9.80638e+08;-226.195;0
9.95116e+08;-227.115;0
1.00981e+09;-228.053;0
1.02472e+09;-229.133;0
1.03984e+09;-230.15;0
1.0552e+09;-231.105;0
1.07078e+09;-232.08;0
1.08658e+09;-233.148;0
1.10263e+09;-234.121;0
1.1189e+09;-234.975;0
1.13542e+09;-235.937;0
1.15219e+09;-237.173;0
1.1692e+09;-238.339;0
1.18646e+09;-239.161;0
1.20398e+09;-240.179;0
1.22175e+09;-241.253;0
1.23979e+09;-242.37;0
1.25809e+09;-243.385;0
1.27667e+09;-244.553;0
1.29551e+09;-245.674;0
1.31464e+09;-246.747;0
1.33405e+09;-247.815;0
1.35375e+09;-249.008;0
1.37373e+09;-250.097;0
1.39401e+09;-251.188;0
1.41459e+09;-252.408;0
1.43548e+09;-253.574;0
1.45667e+09;-254.689;0
1.47818e+09;-255.926;0
1.5e+09;-257.124;0
