"Source Name","Association","RA","Dec","Classification (code)","TEV Cat","TEV Association","Classification","Light Curve(Likelihood)","Spectrum","DataAccess"
"3FGL J1317.8+3429","S4 1315+34","199.463","34.4998","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1318.7-1232","PMN J1318-1235","199.694","-12.5408","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1319.3+1402","RX J1319.4+1405","199.837","14.0499","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1319.6+7759","NVSS J131921+775823","199.903","77.9983","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1321.0+2215","TXS 1318+225","200.269","22.2628","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1321.7+8312","S5 1322+83","200.431","83.2067","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1322.3+0839","NVSS J132210+084231","200.582","8.6574","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1322.6-1619","PMN J1322-1617","200.666","-16.3189","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1322.8-0938","PKS B1319-093","200.706","-9.6449","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1322.9+0435","RBS 1257","200.733","4.5966","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1323.0+2942","4C +29.48","200.751","29.7125","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1323.2-3901",,"200.81","-39.0247",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1323.9+1405","RX J1323.9+1406","200.992","14.0942","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1324.0-4330e","Cen A Lobes","201","-43.5","RDG","N",,"Radio galaxy","Link","Link","Link"
"3FGL J1325.2-5411",,"201.314","-54.1859",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1325.4-4301","Cen A Core","201.367","-43.0305","RDG","P","Centaurus A","Radio galaxy","Link","Link","Link"
"3FGL J1326.1+2931","TXS 1323+298","201.533","29.5332","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1326.2-4651",,"201.559","-46.8521",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1326.6-5256","PMN J1326-5256","201.663","-52.9393","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1326.7-4727","Omega Cen","201.695","-47.4646","glc","N",,"Globular cluster","Link","Link","Link"
"3FGL J1326.8+2211","B2 1324+22","201.722","22.1844","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1327.9+2524","NVSS J132758+252750","201.99","25.4011","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1328.5-4728","1WGA J1328.6-4727","202.147","-47.4814","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1328.9-5607","PMN J1329-5608","202.24","-56.1309","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1329.1-0536",,"202.299","-5.6081",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1329.8-6109",,"202.468","-61.162",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1330.0-3818","Tol 1326-379","202.506","-38.3132","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1330.0+4437","1RXS J133021.4+444117","202.51","44.6313","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1330.1-7002","PKS 1326-697","202.538","-70.0462","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1330.4+5641",,"202.612","56.688",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1330.5+3023","3C 286","202.636","30.3886","css","N",,"Compact steep spectrum quasar","Link","Link","Link"
"3FGL J1330.6+7002","NVSS J133025+700141","202.669","70.036","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1330.9+5201","87GB 132842.6+521750","202.745","52.0295","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1331.1-1328","PMN J1331-1326","202.787","-13.4818","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1331.5+1711","TXS 1329+174","202.884","17.1983","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1331.8+4718","B3 1330+476","202.972","47.3032","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1332.0-0508","PKS 1329-049","203.015","-5.1476","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1332.6-1256","PMN J1332-1256","203.158","-12.9387","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1332.8+2723","MG2 J133305+2725","203.209","27.3945","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1333.7+5057","CLASS J1333+5057","203.426","50.9541","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1333.8-4417",,"203.454","-44.2886",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1334.3-4152",,"203.587","-41.8685",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1335.1-5655",,"203.783","-56.9237",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1335.2-4056",,"203.808","-40.9354",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1335.4-2949","1ES 1332-295","203.853","-29.8292","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1337.6-1257","PKS 1335-127","204.415","-12.9571","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1338.6-2403","PKS 1336-237","204.666","-24.0538","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1338.9+6532","87GB 133543.8+654752","204.743","65.542","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1339.0+1153","SDSS J133859.05+115316.7","204.755","11.8918","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1339.8-0133","PKS 1337-013","204.971","-1.5556","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1340.6+4412","RX J1340.4+4410","205.164","44.2124","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1340.6-0408","NVSS J134042-041006","205.166","-4.1371","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1341.0+3955","SDSS J134105.10+395945.4","205.263","39.9185","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1341.5+5517","SBS 1339+554","205.385","55.2934","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1341.9-2053","PKS B1339-206","205.49","-20.8949","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1342.4-6904",,"205.611","-69.0714",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1342.7+0945","NVSS J134240+094752","205.678","9.7662","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1343.6+5753","1RXS J134357.9+575426","205.912","57.8994","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1344.2-1724","PMN J1344-1723","206.051","-17.401","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1344.5-3655","PKS 1341-366","206.126","-36.9295","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1345.1-6224",,"206.298","-62.4123","spp","N",,"SNR/PWN","Link","Link","Link"
"3FGL J1345.1+1949",,"206.3","19.8275",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1345.6+4453","B3 1343+451","206.401","44.8942","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1345.8+0704","TXS 1343+073","206.462","7.0798","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1345.9-3357","NVSS J134543-335643","206.497","-33.9643","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1346.2-2608",,"206.57","-26.1397",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1346.6-6027","Cen B","206.652","-60.4537","rdg","N",,"Radio galaxy","Link","Link","Link"
"3FGL J1346.9-2958","NVSS J134706-295840","206.745","-29.9725","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1347.6-3754","PMN J1347-3750","206.924","-37.9033","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1348.5-7150",,"207.142","-71.8391",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1348.5-5833",,"207.149","-58.5627",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1349.6-1133","PKS 1346-112","207.407","-11.5596","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1350.4-6224",,"207.622","-62.412",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1350.8+3035","B2 1348+30B","207.704","30.5985","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1351.1-2743",,"207.793","-27.7203",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1351.1+0030","PKS 1348+007","207.794","0.5142","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1351.4+1115","RX J1351.3+1115","207.851","11.2665","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1351.7-2913","PKS 1348-289","207.927","-29.2265","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1351.8-1524",,"207.96","-15.4066",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1353.1-4414","PKS 1349-439","208.283","-44.2451","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1353.2+1435","OP 186","208.317","14.6","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1353.5-6640","1RXS J135341.1-664002","208.39","-66.6667","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1354.5+3705","FIRST J135426.6+370654","208.632","37.0868","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1355.0-1044","PKS 1352-104","208.752","-10.7383","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1356.3-4029","SUMSS J135625-402820","209.081","-40.4884","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1356.6-6428","PSR J1357-6429","209.164","-64.4799","PSR","E","HESS J1356-645","Pulsar","Link","Link","Link"
"3FGL J1357.5+0125","RX J1357.6+0128","209.399","1.433","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1357.6+7643","S5 1357+76","209.407","76.7224","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1358.5-6025",,"209.643","-60.4298",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1359.0+5544","87GB 135720.6+555936","209.765","55.7458","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1359.2+0204","PKS 1356+022","209.808","2.0696","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1359.9-3746","PMN J1359-3746","209.982","-37.7763","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1400.2-2413",,"210.067","-24.2317",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1400.5-1437","PSR J1400-1438","210.145","-14.617","psr","N",,"Pulsar","Link","Link","Link"
"3FGL J1400.7-5605","PMN J1400-5605","210.175","-56.091","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1402.7-3240",,"210.69","-32.6667",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1403.1+1304",,"210.796","13.0796",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1404.3-5241",,"211.077","-52.6981",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1404.7-5844",,"211.191","-58.7395",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1404.8+6554","NVSS J140450+655428","211.215","65.9118","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1404.8+0401","MS 1402.3+0416","211.221","4.0263","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1405.4-6119",,"211.356","-61.3168",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1406.0-2508","NVSS J140609-250808","211.522","-25.1477","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1406.6+1644","RBS 1350","211.651","16.7375","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1407.7-4256","SUMSS J140739-430231","211.949","-42.942","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1408.0-2924",,"212.008","-29.4047",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1408.8-0751","PKS B1406-076","212.204","-7.8565","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1409.2-3743",,"212.303","-37.7216",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1409.7-6132","PSR J1410-6132","212.425","-61.5355","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1410.4+2821","RX J1410.4+2821","212.62","28.3557","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1410.9+7406",,"212.742","74.1073",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1411.1+3717",,"212.796","37.2995",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1411.4-0724",,"212.855","-7.4143",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1411.8-5743",,"212.974","-57.7172",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1412.0+5249","SBS 1410+530","213.02","52.8173","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1412.3-6635",,"213.093","-66.5974",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1413.2-6518","Circinus galaxy","213.317","-65.3037","sey","N",,"Seyfert galaxy","Link","Link","Link"
"3FGL J1413.4-6205","LAT PSR J1413-6205","213.372","-62.0866","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1415.0-1001","PKS B1412-096","213.756","-10.0184","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1415.2+4832","RX J1415.5+4830","213.811","48.5396","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1416.0+1325","PKS B1413+135","214.006","13.4264","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1416.1-2417","NVSS J141612-241812","214.039","-24.2989","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1417.5-4402",,"214.377","-44.0427",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1417.7-5026",,"214.43","-50.4396",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1417.8+2540","1E 1415.6+2557","214.462","25.6702","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1418.4-0233","NVSS J141826-023336","214.609","-2.5638","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1418.5+3543","NVSS J141828+354250","214.65","35.7186","BCU","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1418.6-6058","LAT PSR J1418-6058","214.665","-60.9706","PSR","E","Kookaburra (Rabbit)","Pulsar","Link","Link","Link"
"3FGL J1418.9+7731","1RXS J141901.8+773229","214.747","77.5171","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1419.1-5156","PMN J1419-5155","214.776","-51.942","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1419.1-5534",,"214.784","-55.5769",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1419.5-0836","NVSS J141922-083830","214.875","-8.6105","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1419.5+0449","SDSS J141927.49+044513.7","214.897","4.8262","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1419.8+3819","B3 1417+385","214.956","38.3248","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1419.9+5425","OQ 530","214.984","54.4195","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1420.0-6048","PSR J1420-6048","215.008","-60.8147","PSR","E","Kookaburra PWN","Pulsar","Link","Link","Link"
"3FGL J1420.9-4615",,"215.243","-46.2549",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1421.0-2431",,"215.26","-24.528",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1421.0-1122","PMN J1420-1118","215.262","-11.3746","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1421.8-7920",,"215.466","-79.3476",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1422.4+3227","OQ 334","215.614","32.452","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1422.4-6137","LAT PSR J1422-6138","215.615","-61.6329","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1422.8-7828","PKS 1418-782","215.719","-78.479","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1422.8+5801","1ES 1421+582","215.722","58.0271","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1424.3+0434","TXS 1421+048","216.092","4.5812","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1424.3-1753",,"216.094","-17.886",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1424.6-6807","PKS 1420-679","216.159","-68.1323","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1424.9+3615","FBQS J142455.5+361536","216.244","36.2544","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1426.2+3402","RGB J1426+340","216.564","34.0441","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1427.0+2347","PKS 1424+240","216.757","23.7998","BLL","P","PKS 1424+240","BL LAC","Link","Link","Link"
"3FGL J1427.2+1610",,"216.808","16.1739",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1427.6-3305","PKS B1424-328","216.909","-33.092","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1427.8-3215","NVSS J142750-321515","216.96","-32.2518","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1427.9-4206","PKS B1424-418","216.991","-42.1106","FSRQ","N",,"FSRQ","Link","Link","Link"
"3FGL J1428.5+4240","H 1426+428","217.149","42.6711","bll","P","H 1426+428","BL LAC","Link","Link","Link"
"3FGL J1429.8-5910","LAT PSR J1429-5911","217.468","-59.1757","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1430.8-4434",,"217.713","-44.5687",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1431.1-6425",,"217.796","-64.4228",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1434.1+4203","B3 1432+422","218.539","42.0568","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1434.6+6640","1RXS J143442.0+664031","218.655","66.6821","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1434.6+1951","OQ 253","218.656","19.8646","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1435.2+2023","TXS 1433+205","218.82","20.3869","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1436.8+5639","RBS 1409","219.213","56.6607","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1436.8+2322","PKS B1434+235","219.215","23.3669","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1438.6-4209",,"219.669","-42.1607",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1438.7+3710","B2 1436+37B","219.688","37.1679","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1439.2+3931","PG 1437+398","219.822","39.5203","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1440.0-3955","1RXS J143949.8-395524","220.005","-39.9227","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1440.1+4955","GB6 J1439+4958","220.027","49.9247","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1440.2-1538","PKS 1437-153","220.062","-15.6345","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1440.4-3845","1RXS J144037.4-384658","220.119","-38.7629","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1440.9+0610","PMN J1440+0610","220.246","6.1808","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1441.5-5955c",,"220.397","-59.9277","spp","N",,"SNR/PWN","Link","Link","Link"
"3FGL J1442.0+4348","SDSS J144207.15+434836.6","220.51","43.8153","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1442.6+5156","3C 303","220.669","51.9367","rdg","N",,"Radio galaxy","Link","Link","Link"
"3FGL J1442.8+1200","1ES 1440+122","220.722","12.0152","bll","P","1ES 1440+122","BL LAC","Link","Link","Link"
"3FGL J1443.9+2502","PKS 1441+25","220.996","25.0388","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1444.0-3907","PKS 1440-389","221.009","-39.1299","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1444.0-7033",,"221.013","-70.5636",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1445.0-0328","RBS 1424","221.263","-3.4721","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1445.7-5925",,"221.447","-59.4278",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1446.1-1628","PKS B1443-162","221.527","-16.4718","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1446.6-4701","PSR J1446-4701","221.662","-47.0325","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1446.8-1831","NVSS J144644-182922","221.71","-18.5315","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1447.3-5800",,"221.831","-58.0049",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1448.0+3608","RBS 1432","222.01","36.1445","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1450.4+0911","TXS 1448+093","222.62","9.1914","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1450.9+5200","SDSS J145059.99+520111.7","222.745","52.003","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1451.2+6355","RX J1451.4+6354","222.805","63.9193","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1454.0+1622","CLASS J1454+1623","223.503","16.3797","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1454.2-3751","PKS 1451-375","223.566","-37.8565","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1454.5+5124","TXS 1452+516","223.63","51.4084","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1456.7-6046",,"224.195","-60.7768",,"E","HESS J1458-608","Unassociated","Link","Link","Link"
"3FGL J1457.4-3539","PKS 1454-354","224.355","-35.6567","FSRQ","N",,"FSRQ","Link","Link","Link"
"3FGL J1457.6-6249",,"224.4","-62.8296",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1457.6-5355",,"224.412","-53.9259",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1458.7+3719","B3 1456+375","224.685","37.325","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1458.7-2120",,"224.688","-21.3346",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1459.4-6053","LAT PSR J1459-6053","224.866","-60.8996","PSR","E","HESS J1458-608","Pulsar","Link","Link","Link"
"3FGL J1500.6+4750","TXS 1459+480","225.173","47.8412","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1500.9+2238","MS 1458.8+2249","225.241","22.6357","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1502.2+5553",,"225.555","55.8862",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1503.5-5801",,"225.893","-58.0294",,"E","HESS J1503-582","Unassociated","Link","Link","Link"
"3FGL J1503.7+4759","SDSS J150347.99+475930.9","225.925","47.9873","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1503.7-6426","AT20G J150350-642539","225.929","-64.4493","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1503.7-1540","RBS 1457","225.947","-15.6758","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1504.4+1029","PKS 1502+106","226.105","10.4936","FSRQ","N",,"FSRQ","Link","Link","Link"
"3FGL J1504.5-8242","1RXS J150537.1-824233","226.142","-82.7095","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1505.0-3432","PMN J1505-3432","226.25","-34.5472","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1505.1+0326","PKS 1502+036","226.278","3.4488","nlsy1","N",,"Narrow line Seyfert 1","Link","Link","Link"
"3FGL J1506.1+3728","B2 1504+37","226.549","37.4789","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1506.3+4332","NVSS J150617+433413","226.594","43.5442","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1506.4-0340",,"226.622","-3.6684",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1506.6-6219",,"226.668","-62.3312",,"E","HESS J1507-622","Unassociated","Link","Link","Link"
"3FGL J1506.6+0811","PMN J1506+0814","226.675","8.1846","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1507.4+1725","NVSS J150716+172103","226.869","17.4204","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1507.6-3710","NVSS J150720-370903","226.909","-37.1779","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1508.6+2709","RBS 1467","227.165","27.1573","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1508.7-4956","PMN J1508-4953","227.184","-49.9335","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1509.4-5850","PSR J1509-5850","227.365","-58.8446","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1509.7+5556","SBS 1508+561","227.438","55.9349","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1509.9-2951","TXS 1507-296","227.484","-29.864","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1510.2-5754",,"227.57","-57.9156",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1510.9-0542","PKS 1508-05","227.747","-5.706","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1511.8-0513","NVSS J151148-051345","227.96","-5.2191","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1512.2+0202","PKS 1509+022","228.065","2.0334","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1512.2-2255","1RXS J151213.1-225515","228.075","-22.9312","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1512.3+6622",,"228.087","66.3728",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1512.3+8005","1RXS J151026.3+795946","228.089","80.0877","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1512.8-5639",,"228.203","-56.6655",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1512.8-0906","PKS 1510-08","228.213","-9.1032","FSRQ","P","PKS 1510-089","FSRQ","Link","Link","Link"
"3FGL J1513.1-1014","PKS 1511-100","228.29","-10.2412","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1513.3-3719",,"228.329","-37.3186",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1513.4-2549","PSR J1513-25","228.368","-25.8271","psr","N",,"Pulsar","Link","Link","Link"
"3FGL J1513.5-3233","PKS 1510-324","228.377","-32.5532","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1513.8-6250c",,"228.454","-62.8453",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1513.9-5908","PSR J1513-5908","228.482","-59.1358","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1514.0-5915e","MSH 15-52","228.507","-59.256","PWN","E","MSH 15-52","Pulsar wind nebula","Link","Link","Link"
"3FGL J1514.1+2940","MG2 J151421+2930","228.536","29.6821","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1514.2-4947","PSR J1514-4946","228.558","-49.7844","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1514.5-4750","PMN J1514-4748","228.641","-47.8355","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1514.8+4446","NVSS J151436+445003","228.711","44.7785","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1514.8-3623","PMN J1514-3617","228.719","-36.3854","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1516.7+3648","MG2 J151646+3650","229.192","36.8086","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1516.9+1926","PKS 1514+197","229.236","19.4461","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1517.0+2637",,"229.253","26.6305",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1517.6-4442",,"229.405","-44.7018",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1517.6+6524","1H 1515+660","229.419","65.415","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1517.6-2422","AP Librae","229.421","-24.3756","bll","P","AP Lib","BL LAC","Link","Link","Link"
"3FGL J1518.0-2732","TXS 1515-273","229.52","-27.539","bcu","N",,"Blazar candidate","Link","Link","Link"
