"Source Name","Association","RA","Dec","Classification (code)","TEV Cat","TEV Association","Classification","Light Curve(Likelihood)","Spectrum","DataAccess"
"3FGL J1819.5-1345",,"274.897","-13.7625",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1820.3+3625","NVSS J182021+362343","275.079","36.4269","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1820.3-1529c",,"275.1","-15.4891",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1820.4-3217",,"275.103","-32.286",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1821.6-1436c",,"275.417","-14.6123",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1821.9+6636",,"275.477","66.6006",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1822.1-7051","PMN J1823-7056","275.546","-70.8602","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1823.2-4722",,"275.805","-47.3805",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1823.2-1339",,"275.82","-13.6513",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1823.4+6857","7C 1823+6856","275.865","68.9508","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1823.6-3453","NVSS J182338-345412","275.909","-34.8949","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1823.7-3019","PSR J1823-3021A","275.927","-30.3287","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1824.0+1017","PSR J1824+10","276.022","10.2908","psr","N",,"Pulsar","Link","Link","Link"
"3FGL J1824.2-5427",,"276.052","-54.4517",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1824.2+5649","4C +56.27","276.058","56.8329","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1824.3-0620",,"276.099","-6.3395",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1824.4+4310","1RXS J182418.7+430954","276.102","43.169","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1824.5-1351e","HESS J1825-137","276.13","-13.8521","PWN","E","HESS J1825-137","Pulsar wind nebula","Link","Link","Link"
"3FGL J1824.6-2451","PSR J1824-2452A","276.16","-24.8603","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1825.2-5230","PKS 1821-525","276.321","-52.5093","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1826.1-1256","LAT PSR J1826-1256","276.538","-12.943","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1826.2-1450","LS 5039","276.568","-14.8473","HMB","P","LS 5039","High-mass binary","Link","Link","Link"
"3FGL J1827.3-1446",,"276.834","-14.7672",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1827.6-0846",,"276.908","-8.7706",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1827.7+1141",,"276.925","11.6971",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1828.4-1121",,"277.109","-11.3632","spp","N",,"SNR/PWN","Link","Link","Link"
"3FGL J1828.9-2417","1RXS J182853.8-241746","277.245","-24.2917","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1829.2+3229",,"277.306","32.4977",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1829.2+2731",,"277.313","27.5254",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1829.2-1504",,"277.321","-15.0827",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1829.3-0135c",,"277.332","-1.5902",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1829.4+5402","1RXS J182925.7+540255","277.351","54.0493","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1829.6+4844","3C 380","277.414","48.7488","ssrq","N",,"Soft spectrum radio quasar","Link","Link","Link"
"3FGL J1829.7-1304",,"277.441","-13.0706","spp","N",,"SNR/PWN","Link","Link","Link"
"3FGL J1829.8+1328","MG1 J183001+1323","277.464","13.4696","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1829.9-0203c",,"277.488","-2.0541",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1830.0-4439","PMN J1830-4441","277.507","-44.6576","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1830.1+0617","TXS 1827+062","277.538","6.2916","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1830.7-1630",,"277.698","-16.5143",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1830.8-3136",,"277.711","-31.6027",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1831.0-2714","PMN J1831-2714","277.763","-27.2348","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1831.6-6503",,"277.919","-65.0656",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1831.7-0230",,"277.942","-2.5007",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1831.7-0157c",,"277.948","-1.9614",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1832.4-5659","PMN J1832-5659","278.117","-56.9956","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1833.5-1033","PSR J1833-1034","278.394","-10.5602","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1833.6-2103","PKS 1830-211","278.411","-21.0569","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1833.9-0711",,"278.48","-7.193","spp","N",,"SNR/PWN","Link","Link","Link"
"3FGL J1834.5-0841","W 41","278.629","-8.6838","snr","E","HESS J1834-087","Supernova remnant","Link","Link","Link"
"3FGL J1834.6-0659",,"278.665","-6.9897","spp","N",,"SNR/PWN","Link","Link","Link"
"3FGL J1834.8-0630c",,"278.713","-6.5107",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1835.4+1349","TXS 1833+137","278.859","13.826","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1835.7-3258","NGC 6652","278.944","-32.9705","glc","N",,"Globular cluster","Link","Link","Link"
"3FGL J1836.2+5925","LAT PSR J1836+5925","279.061","59.4306","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1836.3+3137","RX J1836.2+3136","279.098","31.6221","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1836.5-0655e","HESS J1837-069","279.14","-6.92","PWN","E","HESS J1837-069","Pulsar wind nebula","Link","Link","Link"
"3FGL J1837.3-2403",,"279.33","-24.0596",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1837.6-0717",,"279.402","-7.2968",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1837.9-0607","PSR J1837-0604","279.488","-6.1258","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1838.1+3827",,"279.55","38.4634",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1838.5-6006","SUMSS J183806-600033","279.636","-60.1105","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1838.8+4802","GB6 J1838+4802","279.702","48.0371","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1838.9-0646",,"279.728","-6.7756",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1838.9-0537","LAT PSR J1838-0537","279.733","-5.6258","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1839.3-0552",,"279.848","-5.8816",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1839.9+7646",,"280","76.7829",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1840.1-0412",,"280.039","-4.2144","spp","N",,"SNR/PWN","Link","Link","Link"
"3FGL J1840.5+6116",,"280.13","61.2831",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1840.9-0532e","HESS J1841-055","280.23","-5.55","PWN","E","HESS J1841-055","Pulsar wind nebula","Link","Link","Link"
"3FGL J1841.2+2910","MG3 J184126+2910","280.301","29.1829","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1841.7+3218","RX J1841.7+3218","280.442","32.313","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1842.2+2742",,"280.563","27.7026",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1842.3-5841","1RXS J184230.6-584202","280.594","-58.6875","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1842.8+6810","S4 1842+68","280.703","68.1802","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1843.0-0359c",,"280.762","-3.9892",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1843.6-1114","PSR J1843-1113","280.915","-11.2378","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1843.7-0322",,"280.928","-3.3772",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1844.1+5709","TXS 1843+571","281.043","57.1611","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1844.3+1547","NVSS J184425+154646","281.083","15.7858","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1844.3-0344",,"281.1","-3.7468",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1844.7-1224",,"281.182","-12.4132",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1845.5-2524",,"281.387","-25.4096",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1846.3+0919","LAT PSR J1846+0919","281.596","9.3323","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1848.1-4230","PMN J1848-4230","282.046","-42.5127","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1848.4+3216","B2 1846+32A","282.107","32.2824","FSRQ","N",,"FSRQ","Link","Link","Link"
"3FGL J1848.4-0141",,"282.118","-1.6927",,"E","HESS J1848-018","Unassociated","Link","Link","Link"
"3FGL J1848.6+3232",,"282.157","32.5445",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1848.9+4247","RGB J1848+427","282.225","42.7914","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1849.2+6705","S4 1849+67","282.324","67.0928","FSRQ","N",,"FSRQ","Link","Link","Link"
"3FGL J1849.3-1645","1RXS J184919.7-164726","282.335","-16.7642","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1849.4-0057","3C 391","282.355","-0.9518","snr","N",,"Supernova remnant","Link","Link","Link"
"3FGL J1849.4-4312","PMN J1849-4314","282.363","-43.2067","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1849.5+2751","MG2 J184929+2748","282.378","27.8567","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1849.5-0124c",,"282.397","-1.4132",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1850.5-0024",,"282.632","-0.4049",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1851.2+0423",,"282.805","4.391",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1852.4+4856","S4 1851+48","283.108","48.9469","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1852.8+0158",,"283.209","1.9722",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1853.2+0006","PSR J1853-0004","283.301","0.1086","psr","N",,"Pulsar","Link","Link","Link"
"3FGL J1855.1-6008","PMN J1854-6009","283.78","-60.1419","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1855.1-2243","NGC 6717","283.796","-22.7169","glc","N",,"Globular cluster","Link","Link","Link"
"3FGL J1855.4+0454",,"283.856","4.9116",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1855.6+0753",,"283.911","7.8834",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1855.9+0121e","W44","283.99","1.355","SNR","N",,"Supernova remnant","Link","Link","Link"
"3FGL J1856.1-1217",,"284.032","-12.2999",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1857.0-7341",,"284.253","-73.6866",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1857.2+0059",,"284.31","0.9863",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1857.8+0129c",,"284.471","1.4978",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1857.9+0355",,"284.489","3.9278",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1857.9+0210",,"284.49","2.1704",,"E","HESS J1858+020","Unassociated","Link","Link","Link"
"3FGL J1857.9+7319",,"284.49","73.3266",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1857.9+5549",,"284.5","55.8252",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1858.0-5423",,"284.501","-54.3915",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1858.2-2215","PSR J1858-2216","284.559","-22.2503","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1858.4-2509","PMN J1858-2511","284.601","-25.1543","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1859.6+0102",,"284.915","1.0354",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1900.3+0411c",,"285.098","4.1925",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1900.8+0337",,"285.205","3.623",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1901.1+0728",,"285.296","7.4756",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1901.5-0126",,"285.399","-1.4481",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1902.0-5107","PSR J1902-5105","285.513","-51.125","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1902.3-3702c",,"285.579","-37.0426",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1902.6+0655",,"285.657","6.9318",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1902.9-6745","PMN J1903-6749","285.743","-67.753","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1903.2+5541","TXS 1902+556","285.821","55.6852","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1903.6-7052","PSR J1903-7051","285.916","-70.8793","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1903.9+0052",,"285.998","0.8696",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1904.5+3627","MG2 J190411+3627","286.138","36.4592","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1904.7-0708",,"286.198","-7.1382",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1904.9+0818",,"286.243","8.306",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1906.6+0720",,"286.671","7.3339",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1907.9+0602","LAT PSR J1907+0602","286.986","6.0393","PSR","E","MGRO J1908+06","Pulsar","Link","Link","Link"
"3FGL J1908.8-0130","NVSS J190836-012642","287.202","-1.5166","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1908.9+1022",,"287.228","10.3749",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1910.7-6000","NGC 6752","287.695","-60.0005","glc","N",,"Globular cluster","Link","Link","Link"
"3FGL J1910.8+2855","1RXS J191053.2+285622","287.725","28.9291","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1910.9+0906","W 49B","287.744","9.1005","snr","N",,"Supernova remnant","Link","Link","Link"
"3FGL J1911.1-5318",,"287.795","-53.3026",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1911.2-2006","PKS B1908-201","287.802","-20.1117","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1911.4-1908","PMN J1911-1908","287.859","-19.1366","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1911.7+0307",,"287.931","3.1301",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1912.0-0804","PMN J1912-0804","288.023","-8.0801","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1912.6-1223","TXS 1909-124","288.164","-12.3975","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1912.7+4610",,"288.178","46.1721",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1912.9-8008","PKS 1903-80","288.234","-80.1495","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1913.0+0910","PSR J1913+0904","288.261","9.182","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1913.5-3631","PMN J1913-3630","288.385","-36.5326","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1913.9+4441","1RXS J191401.9+443849","288.496","44.6909","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1915.2+0954",,"288.802","9.9084",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1915.9+1112",,"289","11.2162","spp","N",,"SNR/PWN","Link","Link","Link"
"3FGL J1917.1-3024",,"289.289","-30.4166",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1917.7-1921","1H 1914-194","289.443","-19.3658","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1918.0+3750","1RXS J191810.2+375315","289.5","37.8426","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1918.2-4110","PMN J1918-4111","289.569","-41.176","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1919.0+0452",,"289.761","4.8739",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1919.9+1407",,"289.981","14.1179",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1921.2+0136","PSR J1921+01","290.307","1.6072","psr","N",,"Pulsar","Link","Link","Link"
"3FGL J1921.2+1506",,"290.308","15.1095",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1921.2-1232","TXS 1918-126","290.316","-12.5496","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1921.6+1934",,"290.407","19.5813",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1921.9-1607","PMN J1921-1607","290.486","-16.1239","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1922.2+2313",,"290.565","23.226",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1923.2+1408e","W51C","290.818","14.145","SNR","E","W 51","Supernova remnant","Link","Link","Link"
"3FGL J1923.2-7452",,"290.82","-74.8817",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1923.5-2104","TXS 1920-211","290.885","-21.0726","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1924.8-1034",,"291.209","-10.5818",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1924.8-2914","PKS B1921-293","291.219","-29.2348","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1924.9+2817","NVSS J192502+281542","291.237","28.2998","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1925.4+1605",,"291.353","16.0962",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1925.4+1727",,"291.373","17.4632",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1925.7+1228","TXS 1923+123","291.428","12.4672","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1925.8-7826",,"291.451","-78.4377",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1926.8+6154","1RXS J192649.5+615445","291.707","61.9017","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1927.7+6118","S4 1926+61","291.928","61.3077","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1928.4+1838",,"292.113","18.6336",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1928.9+1739",,"292.237","17.6567",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1931.1+1659",,"292.779","16.9912",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1931.1+0937","RX J1931.1+0937","292.783","9.6305","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1932.2+1916","LAT PSR J1932+1916","293.058","19.2676","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1932.6-4537","PKS 1929-457","293.17","-45.6281","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1933.4+0727","1RXS J193320.3+072616","293.351","7.4641","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1934.2+6002",,"293.55","60.0399",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1935.2-7924c",,"293.803","-79.4077",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1935.5+8355","6C B194425+834912","293.897","83.927","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1936.6-4215",,"294.164","-42.266",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1936.9-4719","PMN J1936-4719","294.245","-47.3286","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1937.0-3956","PKS 1933-400","294.274","-39.9397","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1939.6-4925","SUMSS J193946-492539","294.921","-49.4297","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1941.2-6210","PKS 1936-623","295.302","-62.1748","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1941.8+7218","87GB 194202.1+721428","295.452","72.316","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1942.7+1033","1RXS J194246.3+103339","295.693","10.55","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1943.2-3510","1RXS J194306.8-351001","295.817","-35.1679","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1943.8+2518",,"295.971","25.3031",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1944.0-0535",,"296","-5.5906",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1944.1+3919",,"296.039","39.3246",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1944.1-4523","1RXS J194422.6-452326","296.045","-45.3984","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1944.8+4300",,"296.222","43.0047",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1945.3+7329",,"296.344","73.49",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1945.9-3115","PKS 1942-313","296.486","-31.2628","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1946.4-5403",,"296.614","-54.057",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1947.4-1121",,"296.857","-11.3544",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1947.9-0743",,"296.979","-7.7198",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1948.1-7059",,"297.037","-70.9887",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1949.0+1312","87GB 194635.4+130713","297.257","13.2095","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1949.3+2433",,"297.329","24.565",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1949.4-6140","PMN J1949-6137","297.364","-61.6795","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1949.5-1454",,"297.394","-14.9142",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1949.6+2355",,"297.41","23.925",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1949.7-8109",,"297.438","-81.1644",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1950.2+1215",,"297.559","12.2551",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1951.3+6909",,"297.833","69.1557",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1951.6+2926",,"297.906","29.4498","spp","N",,"SNR/PWN","Link","Link","Link"
"3FGL J1951.8-1102",,"297.969","-11.0336",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1952.9+3253","PSR J1952+3252","298.25","32.8932","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1953.3+3847",,"298.329","38.798",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1953.4+7653",,"298.362","76.89",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1954.2+2836","LAT PSR J1954+2836","298.574","28.6051","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1954.8-1122","TXS 1951-115","298.702","-11.3771","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1954.9-5640","1RXS J195503.1-564031","298.743","-56.6756","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1955.0-1605","1RXS J195500.6-160328","298.751","-16.0908","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1955.1+1357","87GB 195252.4+135009","298.797","13.9544","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1955.7-7019",,"298.948","-70.3218",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1955.9+0212","NVSS J195547+021514","298.977","2.2063","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1957.0-3234","PKS 1953-325","299.251","-32.5829","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1957.7+5034","LAT PSR J1957+5033","299.434","50.5702","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1957.9-0712",,"299.484","-7.2108",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1958.0-3847","PKS 1954-388","299.518","-38.7843","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1958.1+2436",,"299.526","24.6144",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1958.1-0243",,"299.527","-2.7214",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1958.2-1413",,"299.568","-14.2223",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1958.2-3011","1RXS J195815.6-301119","299.575","-30.19","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1958.6+2845","LAT PSR J1958+2846","299.663","28.7624","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1958.6+3844",,"299.674","38.7454",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1959.1-4245","PMN J1959-4246","299.781","-42.7604","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1959.5+2047","PSR J1959+2048","299.893","20.7978","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1959.8-4725","SUMSS J195945-472519","299.964","-47.4277","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J2000.0+6509","1ES 1959+650","300.016","65.1544","bll","P","1ES 1959+650","BL LAC","Link","Link","Link"
"3FGL J2000.1+4212","MG4 J195957+4213","300.029","42.2095","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J2000.4-2926","PMN J2000-2931","300.108","-29.444","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J2001.0-1750","PKS 1958-179","300.259","-17.8451","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J2001.1+4352","MG4 J200112+4352","300.297","43.8797","bll","P","MAGIC J2001+435","BL LAC","Link","Link","Link"
"3FGL J2001.8+7041","TXS 2001+705","300.458","70.6923","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J2002.7+6303","1RXS J200245.4+630226","300.697","63.0568","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J2004.4+3338",,"301.103","33.6451",,"N",,"Unassociated","Link","Link","Link"
"3FGL J2004.8+7003","1RXS J200504.0+700445","301.22","70.0597","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J2005.2+7752","S5 2007+77","301.31","77.8811","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J2005.7-8241",,"301.438","-82.699",,"N",,"Unassociated","Link","Link","Link"
"3FGL J2006.0-2311","TXS 2002-233","301.506","-23.1934","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J2006.5-0939",,"301.628","-9.6661",,"N",,"Unassociated","Link","Link","Link"
"3FGL J2006.6+0150",,"301.659","1.846",,"N",,"Unassociated","Link","Link","Link"
"3FGL J2007.3+6605","TXS 2007+659","301.835","66.0925","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J2007.7-7728","PKS 2000-776","301.949","-77.4748","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J2007.8-4429","PKS 2004-447","301.971","-44.4982","nlsy1","N",,"Narrow line Seyfert 1","Link","Link","Link"
"3FGL J2009.2-1458",,"302.304","-14.9776",,"N",,"Unassociated","Link","Link","Link"
"3FGL J2009.3-4849","PKS 2005-489","302.349","-48.8277","BLL","P","PKS 2005-489","BL LAC","Link","Link","Link"
"3FGL J2010.0-2120",,"302.506","-21.3343",,"N",,"Unassociated","Link","Link","Link"
"3FGL J2010.3+7228","4C +72.28","302.576","72.4667","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J2011.1+4203",,"302.798","42.0556",,"N",,"Unassociated","Link","Link","Link"
"3FGL J2012.0+4629","7C 2010+4619","303.002","46.4965","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J2012.1-1643","PMN J2012-1646","303.033","-16.7213","bll","N",,"BL LAC","Link","Link","Link"
