"Source Name","Association","RA","Dec","Classification (code)","TEV Cat","TEV Association"
"3FGL J1223.0-5622","","185.7521","-56.3765","","N",""
"3FGL J1223.2+1215","","185.8043","12.2618","","N",""
"3FGL J1223.3+0818","","185.8404","8.3131","","N",""
"3FGL J1223.3-3028","NVSS J122337-303246","185.8427","-30.4707","bcu","N",""
"3FGL J1224.5+4957","SBS 1221+503","186.1272","49.9599","fsrq","N",""
"3FGL J1224.5+2436","MS 1221.8+2452","186.1356","24.6111","bll","P","MS 1221.8+2452"
"3FGL J1224.6+4332","B3 1222+438","186.1578","43.5456","bll","N",""
"3FGL J1224.6-8312","PKS 1221-82","186.1653","-83.2093","bcu","N",""
"3FGL J1224.9+2122","4C +21.35","186.2264","21.3823","FSRQ","P","4C +21.35"
"3FGL J1225.4-3448","","186.3564","-34.807","","N",""
"3FGL J1225.7-7314","PMN J1225-7313","186.4396","-73.2414","bcu","N",""
"3FGL J1225.9+2953","","186.4957","29.8902","","N",""
"3FGL J1226.8+0638","1RXS J122645.2+063906","186.7004","6.649","bll","N",""
"3FGL J1226.9-1329","PMN J1226-1328","186.7416","-13.4988","bll","N",""
"3FGL J1227.9-4854","PSR J1227-4853","186.9762","-48.9012","psr","N",""
"3FGL J1228.4-0317","","187.1113","-3.2954","","N",""
"3FGL J1228.7+4857","TXS 1226+492","187.1806","48.9635","fsrq","N",""
"3FGL J1229.1+0202","3C 273","187.2874","2.041","FSRQ","N",""
"3FGL J1229.8-5305","AT20G J122939-530332","187.4686","-53.0932","bcu","N",""
"3FGL J1230.3+2519","ON 246","187.5752","25.3257","bll","N",""
"3FGL J1230.9+1224","M 87","187.7279","12.4061","rdg","P","M 87"
"3FGL J1231.2-1411","PSR J1231-1411","187.8015","-14.1981","PSR","N",""
"3FGL J1231.5+6414","MS 1229.2+6430","187.8792","64.2341","bll","N",""
"3FGL J1231.6-5113","","187.9024","-51.221","","N",""
"3FGL J1231.6+4825","","187.9083","48.4179","","N",""
"3FGL J1231.7-6513","","187.9262","-65.2228","","N",""
"3FGL J1231.7+2847","B2 1229+29","187.9464","28.7923","bll","N",""
"3FGL J1231.8+1421","GB6 J1231+1421","187.9656","14.3638","bll","N",""
"3FGL J1232.3+1701","","188.0849","17.023","","N",""
"3FGL J1232.5-3720","","188.137","-37.3419","","N",""
"3FGL J1232.8+1332","","188.219","13.5347","","N",""
"3FGL J1233.7-0145","NVSS J123341-014426","188.4344","-1.7566","bll","N",""
"3FGL J1233.9-5736","AT20G J123407-573552","188.4973","-57.6069","bcu","N",""
"3FGL J1234.7-0437","","188.6974","-4.6215","","N",""
"3FGL J1236.5-6154","","189.1283","-61.9043","","N",""
"3FGL J1236.6-7050","","189.1574","-70.8464","","N",""
"3FGL J1236.6+3901","RX J1236.4+3859","189.1645","39.0244","bll","N",""
"3FGL J1237.9+6258","1H 1241+626","189.4951","62.9786","bll","N",""
"3FGL J1238.2-1958","PMN J1238-1959","189.5648","-19.9831","bcu","N",""
"3FGL J1238.3-4543","PMN J1238-4541","189.5948","-45.7238","bcu","N",""
"3FGL J1239.1-1158","","189.7986","-11.9776","","N",""
"3FGL J1239.4+0727","PKS 1236+077","189.8732","7.4625","bcu","N",""
"3FGL J1239.5+0443","MG1 J123931+0443","189.895","4.7192","fsrq","N",""
"3FGL J1240.3-7149","","190.077","-71.8258","","N",""
"3FGL J1241.6-1456","RX J1241.8-1455","190.4062","-14.9452","bll","N",""
"3FGL J1241.9+0639","1ES 1239+069","190.4751","6.6613","bll","N",""
"3FGL J1243.1+3627","Ton 116","190.7974","36.4537","bll","N",""
"3FGL J1243.9-0217","PMN J1243-0218","190.9769","-2.2843","bcu","N",""
"3FGL J1244.1+1615","SDSS J124444.35+161621.7","191.0453","16.263","bll","N",""
"3FGL J1244.2-6227","","191.0591","-62.4533","","N",""
"3FGL J1244.3-5515","","191.0847","-55.2568","","N",""
"3FGL J1244.3-4955","SUMSS J124422-495422","191.0898","-49.9263","bcu","N",""
"3FGL J1244.8+5707","1RXS J124510.5+571020","191.2118","57.1211","bll","N",""
"3FGL J1246.7-2547","PKS 1244-255","191.6888","-25.7912","fsrq","N",""
"3FGL J1247.0+4421","RX J1246.9+4423","191.7527","44.3552","bll","N",""
"3FGL J1248.0+5130","RX J1248.4+5128","192.0208","51.5063","bll","N",""
"3FGL J1248.2+5820","PG 1246+586","192.07","58.3479","bll","N",""
"3FGL J1249.1-2808","","192.293","-28.1436","","N",""
"3FGL J1249.5-0546","","192.3815","-5.7794","","N",""
"3FGL J1249.7+3705","RX J1249.8+3708","192.4418","37.091","bll","N",""
"3FGL J1250.2-0233","","192.5677","-2.5638","","N",""
"3FGL J1250.5+0217","PKS 1247+025","192.6262","2.2969","bll","N",""
"3FGL J1251.0-0203","TXS 1248-017","192.7626","-2.0566","bcu","N",""
"3FGL J1251.0-4943","","192.7735","-49.7314","","N",""
"3FGL J1251.3+1041","1RXS J125117.4+103914","192.8459","10.688","bll","N",""
"3FGL J1253.2+5300","S4 1250+53","193.3012","53.0133","bll","N",""
"3FGL J1253.7+0327","MG1 J125348+0326","193.4348","3.4642","bll","N",""
"3FGL J1254.1-2203","NVSS J125422-220413","193.5324","-22.0598","bcu","N",""
"3FGL J1254.1+6240","1RXS J125400.1+624303","193.5426","62.6776","bll","N",""
"3FGL J1254.5+2210","TXS 1252+224","193.6295","22.1748","bll","N",""
"3FGL J1254.9-4423","PKS 1252-441","193.7419","-44.3933","bll","N",""
"3FGL J1256.1-0547","3C 279","194.0412","-5.7912","FSRQ","P","3C 279"
"3FGL J1256.1-5703","","194.0446","-57.0504","","N",""
"3FGL J1256.1-5919","PMN J1256-5919","194.0448","-59.3237","bcu","N",""
"3FGL J1256.3-1146","PMN J1256-1146","194.0869","-11.7808","bcu","N",""
"3FGL J1256.7+5328","TXS 1254+538","194.1888","53.469","bcu","N",""
"3FGL J1256.9+3649","1RXS J125716.0+364713","194.2323","36.8193","bll","N",""
"3FGL J1257.0-6338","","194.2529","-63.6356","","N",""
"3FGL J1258.0+6120","NVSS J125820+612049","194.5234","61.3398","bll","N",""
"3FGL J1258.1+3233","ON 393","194.5348","32.5568","fsrq","N",""
"3FGL J1258.4+2123","","194.6183","21.386","","N",""
"3FGL J1258.6-1800","PKS B1256-177","194.6501","-18.0039","fsrq","N",""
"3FGL J1258.7-2219","PKS 1256-220","194.6942","-22.3297","fsrq","N",""
"3FGL J1258.7+5137","NVSS J125825+514225","194.6985","51.6276","bcu","N",""
"3FGL J1259.0-2310","PKS B1256-229","194.7724","-23.1829","bcu","N",""
"3FGL J1259.3-8151","","194.8353","-81.8606","","N",""
"3FGL J1259.5-3231","","194.8864","-32.5187","","N",""
"3FGL J1259.8-3749","NVSS J125949-374856","194.9579","-37.8257","bcu","N",""
"3FGL J1300.2+1416","OW 197","195.0662","14.2778","fsrq","N",""
"3FGL J1301.5+3333","","195.3941","33.5615","","N",""
"3FGL J1301.6+0832","PSR J1301+0833","195.4182","8.5398","PSR","N",""
"3FGL J1302.3-3259","PSR J1302-3258","195.5946","-32.9879","PSR","N",""
"3FGL J1302.6+5748","TXS 1300+580","195.674","57.8113","bcu","N",""
"3FGL J1303.0-6312e","HESS J1303-631","195.75","-63.2","PWN","E","HESS J1303-631"
"3FGL J1303.0+2435","MG2 J130304+2434","195.7519","24.5948","bll","N",""
"3FGL J1303.7-4619","PMN J1303-4621","195.9468","-46.3186","fsrq","N",""
"3FGL J1304.2-2411","PMN J1304-2412","196.0606","-24.1938","bcu","N",""
"3FGL J1304.3-5535","PMN J1303-5540","196.0915","-55.5846","bcu","N",""
"3FGL J1304.3-4353","1RXS J130421.2-435308","196.0965","-43.8995","bll","N",""
"3FGL J1304.6+1200","","196.1714","12.0064","","N",""
"3FGL J1304.8-0338","PKS 1302-035","196.2062","-3.6478","fsrq","N",""
"3FGL J1304.9-2109","PKS B1302-208","196.2458","-21.1575","bcu","N",""
"3FGL J1305.4-4926","NGC 4945","196.3698","-49.4342","sbg","N",""
"3FGL J1305.5+7854","S5 1304+79","196.3812","78.9102","bll","N",""
"3FGL J1305.7-6241","Kes 17","196.4345","-62.6857","snr","N",""
"3FGL J1306.4-6043","","196.6146","-60.7317","","N",""
"3FGL J1306.8-2146","PKS 1304-215","196.7143","-21.7775","bcu","N",""
"3FGL J1306.8-4031","","196.7246","-40.5328","","N",""
"3FGL J1307.6-4300","1RXS J130737.8-425940","196.9176","-43.0007","bcu","N",""
"3FGL J1308.1-6707","PKS 1304-668","197.0428","-67.1201","bcu","N",""
"3FGL J1308.7+3545","5C 12.291","197.1852","35.7605","fsrq","N",""
"3FGL J1308.7-5738","","197.1989","-57.6394","","N",""
"3FGL J1309.0+0347","","197.2579","3.7909","","N",""
"3FGL J1309.3+4304","B3 1307+433","197.3452","43.0749","bll","N",""
"3FGL J1309.5+1154","4C +12.46","197.3933","11.9007","bll","N",""
"3FGL J1310.2-1159","TXS 1307-117","197.5677","-11.9852","bll","N",""
"3FGL J1310.6+2446","MG2 J131037+2447","197.6503","24.7818","bcu","N",""
"3FGL J1310.6+3222","OP 313","197.657","32.3697","fsrq","N",""
"3FGL J1310.7+5515","TXS 1308+554","197.6783","55.2617","fsrq","N",""
"3FGL J1311.0+0036","RX J1311.1+0035","197.771","0.6138","bll","N",""
"3FGL J1311.8-3430","LAT PSR J1311-3430","197.959","-34.5021","PSR","N",""
"3FGL J1311.8-6230","","197.9682","-62.5072","","N",""
"3FGL J1312.3+8513","","198.0911","85.225","","N",""
"3FGL J1312.5-2155","PKS 1309-216","198.1255","-21.9322","bll","N",""
"3FGL J1312.7+4828","GB 1310+487","198.1878","48.474","agn","N",""
"3FGL J1312.7+0051","PSR J1312+0051","198.1955","0.861","PSR","N",""
"3FGL J1312.7-2349","NVSS J131248-235046","198.1974","-23.823","bcu","N",""
"3FGL J1312.8-0424","PKS B1310-041","198.2208","-4.4027","fsrq","N",""
"3FGL J1314.7-4237","MS 13121-4221","198.6944","-42.6271","bcu","P","1ES 1312-423"
"3FGL J1314.8+2349","TXS 1312+240","198.7137","23.8256","bll","N",""
"3FGL J1315.1-5329","PMN J1315-5334","198.7862","-53.4883","bcu","N",""
"3FGL J1315.4+1130","1RXS J131531.9+113327","198.869","11.515","bcu","N",""
"3FGL J1315.7-0732","","198.9472","-7.5485","","N",""
"3FGL J1316.0-3338","PKS 1313-333","199.0003","-33.6486","fsrq","N",""
"3FGL J1316.2-6446","","199.0629","-64.7696","","N",""
"3FGL J1317.6-6315","","199.4028","-63.2598","","N",""
"3FGL J1317.8+3429","S4 1315+34","199.4633","34.4998","fsrq","N",""
"3FGL J1318.7-1232","PMN J1318-1235","199.6943","-12.5408","bcu","N",""
"3FGL J1319.3+1402","RX J1319.4+1405","199.837","14.0499","bll","N",""
"3FGL J1319.6+7759","NVSS J131921+775823","199.9034","77.9983","bcu","N",""
"3FGL J1321.0+2215","TXS 1318+225","200.2688","22.2628","fsrq","N",""
"3FGL J1321.7+8312","S5 1322+83","200.4306","83.2067","fsrq","N",""
"3FGL J1322.3+0839","NVSS J132210+084231","200.5823","8.6574","bcu","N",""
"3FGL J1322.6-1619","PMN J1322-1617","200.666","-16.3189","bcu","N",""
"3FGL J1322.8-0938","PKS B1319-093","200.706","-9.6449","fsrq","N",""
"3FGL J1322.9+0435","RBS 1257","200.7334","4.5966","bll","N",""
"3FGL J1323.0+2942","4C +29.48","200.7511","29.7125","bcu","N",""
"3FGL J1323.2-3901","","200.8102","-39.0247","","N",""
"3FGL J1323.9+1405","RX J1323.9+1406","200.9915","14.0942","bll","N",""
"3FGL J1324.0-4330e","Cen A Lobes","201.0","-43.5","RDG","N",""
"3FGL J1325.2-5411","","201.3143","-54.1859","","N",""
"3FGL J1325.4-4301","Cen A Core","201.3666","-43.0305","RDG","P","Centaurus A"
"3FGL J1326.1+2931","TXS 1323+298","201.5332","29.5332","bll","N",""
"3FGL J1326.2-4651","","201.5592","-46.8521","","N",""
"3FGL J1326.6-5256","PMN J1326-5256","201.663","-52.9393","bll","N",""
"3FGL J1326.7-4727","Omega Cen","201.6951","-47.4646","glc","N",""
"3FGL J1326.8+2211","B2 1324+22","201.7223","22.1844","fsrq","N",""
"3FGL J1327.9+2524","NVSS J132758+252750","201.9896","25.4011","bll","N",""
"3FGL J1328.5-4728","1WGA J1328.6-4727","202.147","-47.4814","bcu","N",""
"3FGL J1328.9-5607","PMN J1329-5608","202.2404","-56.1309","bcu","N",""
"3FGL J1329.1-0536","","202.2992","-5.6081","","N",""
"3FGL J1329.8-6109","","202.4678","-61.162","","N",""
"3FGL J1330.0-3818","Tol 1326-379","202.5056","-38.3132","fsrq","N",""
"3FGL J1330.0+4437","1RXS J133021.4+444117","202.5104","44.6313","bll","N",""
"3FGL J1330.1-7002","PKS 1326-697","202.5384","-70.0462","bcu","N",""
"3FGL J1330.4+5641","","202.612","56.688","","N",""
"3FGL J1330.5+3023","3C 286","202.6356","30.3886","css","N",""
"3FGL J1330.6+7002","NVSS J133025+700141","202.6685","70.036","bll","N",""
"3FGL J1330.9+5201","87GB 132842.6+521750","202.7447","52.0295","bcu","N",""
"3FGL J1331.1-1328","PMN J1331-1326","202.7872","-13.4818","bcu","N",""
"3FGL J1331.5+1711","TXS 1329+174","202.8842","17.1983","bll","N",""
"3FGL J1331.8+4718","B3 1330+476","202.9717","47.3032","fsrq","N",""
"3FGL J1332.0-0508","PKS 1329-049","203.0148","-5.1476","fsrq","N",""
"3FGL J1332.6-1256","PMN J1332-1256","203.1577","-12.9387","fsrq","N",""
"3FGL J1332.8+2723","MG2 J133305+2725","203.2088","27.3945","fsrq","N",""
"3FGL J1333.7+5057","CLASS J1333+5057","203.4256","50.9541","fsrq","N",""
"3FGL J1333.8-4417","","203.4541","-44.2886","","N",""
"3FGL J1334.3-4152","","203.5874","-41.8685","","N",""
"3FGL J1335.1-5655","","203.7828","-56.9237","","N",""
"3FGL J1335.2-4056","","203.8084","-40.9354","","N",""
"3FGL J1335.4-2949","1ES 1332-295","203.8529","-29.8292","bll","N",""
"3FGL J1337.6-1257","PKS 1335-127","204.4149","-12.9571","fsrq","N",""
"3FGL J1338.6-2403","PKS 1336-237","204.6659","-24.0538","bcu","N",""
"3FGL J1338.9+6532","87GB 133543.8+654752","204.743","65.542","fsrq","N",""
"3FGL J1339.0+1153","SDSS J133859.05+115316.7","204.7547","11.8918","bll","N",""
"3FGL J1339.8-0133","PKS 1337-013","204.9715","-1.5556","fsrq","N",""
"3FGL J1340.6+4412","RX J1340.4+4410","205.1642","44.2124","bll","N",""
"3FGL J1340.6-0408","NVSS J134042-041006","205.166","-4.1371","bcu","N",""
"3FGL J1341.0+3955","SDSS J134105.10+395945.4","205.2628","39.9185","bll","N",""
"3FGL J1341.5+5517","SBS 1339+554","205.3851","55.2934","bll","N",""
"3FGL J1341.9-2053","PKS B1339-206","205.4903","-20.8949","fsrq","N",""
"3FGL J1342.4-6904","","205.6111","-69.0714","","N",""
"3FGL J1342.7+0945","NVSS J134240+094752","205.6782","9.7662","bcu","N",""
"3FGL J1343.6+5753","1RXS J134357.9+575426","205.9117","57.8994","fsrq","N",""
"3FGL J1344.2-1724","PMN J1344-1723","206.0509","-17.401","fsrq","N",""
"3FGL J1344.5-3655","PKS 1341-366","206.1258","-36.9295","bcu","N",""
"3FGL J1345.1-6224","","206.2976","-62.4123","spp","N",""
"3FGL J1345.1+1949","","206.2997","19.8275","","N",""
"3FGL J1345.6+4453","B3 1343+451","206.4006","44.8942","fsrq","N",""
"3FGL J1345.8+0704","TXS 1343+073","206.4616","7.0798","fsrq","N",""
"3FGL J1345.9-3357","NVSS J134543-335643","206.4975","-33.9643","bcu","N",""
"3FGL J1346.2-2608","","206.5695","-26.1397","","N",""
"3FGL J1346.6-6027","Cen B","206.6517","-60.4537","rdg","N",""
"3FGL J1346.9-2958","NVSS J134706-295840","206.7445","-29.9725","bcu","N",""
"3FGL J1347.6-3754","PMN J1347-3750","206.9241","-37.9033","fsrq","N",""
"3FGL J1348.5-7150","","207.1424","-71.8391","","N",""
"3FGL J1348.5-5833","","207.1488","-58.5627","","N",""
"3FGL J1349.6-1133","PKS 1346-112","207.4067","-11.5596","fsrq","N",""
"3FGL J1350.4-6224","","207.6223","-62.412","","N",""
"3FGL J1350.8+3035","B2 1348+30B","207.7045","30.5985","fsrq","N",""
"3FGL J1351.1-2743","","207.7931","-27.7203","","N",""
"3FGL J1351.1+0030","PKS 1348+007","207.7943","0.5142","fsrq","N",""
"3FGL J1351.4+1115","RX J1351.3+1115","207.8512","11.2665","bll","N",""
"3FGL J1351.7-2913","PKS 1348-289","207.9269","-29.2265","bcu","N",""
"3FGL J1351.8-1524","","207.9602","-15.4066","","N",""
"3FGL J1353.1-4414","PKS 1349-439","208.2834","-44.2451","bll","N",""
"3FGL J1353.2+1435","OP 186","208.317","14.6","bll","N",""
"3FGL J1353.5-6640","1RXS J135341.1-664002","208.3897","-66.6667","bll","N",""
"3FGL J1354.5+3705","FIRST J135426.6+370654","208.6322","37.0868","bll","N",""
"3FGL J1355.0-1044","PKS 1352-104","208.7521","-10.7383","fsrq","N",""
"3FGL J1356.3-4029","SUMSS J135625-402820","209.0806","-40.4884","bcu","N",""
"3FGL J1356.6-6428","PSR J1357-6429","209.1643","-64.4799","PSR","E","HESS J1356-645"
"3FGL J1357.5+0125","RX J1357.6+0128","209.3987","1.433","bll","N",""
"3FGL J1357.6+7643","S5 1357+76","209.4066","76.7224","fsrq","N",""
"3FGL J1358.5-6025","","209.6435","-60.4298","","N",""
"3FGL J1359.0+5544","87GB 135720.6+555936","209.7646","55.7458","fsrq","N",""
"3FGL J1359.2+0204","PKS 1356+022","209.808","2.0696","fsrq","N",""
"3FGL J1359.9-3746","PMN J1359-3746","209.9815","-37.7763","bll","N",""
"3FGL J1400.2-2413","","210.0668","-24.2317","","N",""
"3FGL J1400.5-1437","PSR J1400-1438","210.1454","-14.617","psr","N",""
"3FGL J1400.7-5605","PMN J1400-5605","210.175","-56.091","bcu","N",""
"3FGL J1402.7-3240","","210.6897","-32.6667","","N",""
"3FGL J1403.1+1304","","210.7956","13.0796","","N",""
"3FGL J1404.3-5241","","211.0774","-52.6981","","N",""
"3FGL J1404.7-5844","","211.191","-58.7395","","N",""
"3FGL J1404.8+6554","NVSS J140450+655428","211.2153","65.9118","bll","N",""
"3FGL J1404.8+0401","MS 1402.3+0416","211.2205","4.0263","bll","N",""
"3FGL J1405.4-6119","","211.3561","-61.3168","","N",""
"3FGL J1406.0-2508","NVSS J140609-250808","211.5218","-25.1477","bcu","N",""
"3FGL J1406.6+1644","RBS 1350","211.6511","16.7375","bll","N",""
"3FGL J1407.7-4256","SUMSS J140739-430231","211.949","-42.942","bcu","N",""
"3FGL J1408.0-2924","","212.008","-29.4047","","N",""
"3FGL J1408.8-0751","PKS B1406-076","212.2038","-7.8565","fsrq","N",""
"3FGL J1409.2-3743","","212.3034","-37.7216","","N",""
"3FGL J1409.7-6132","PSR J1410-6132","212.425","-61.5355","PSR","N",""
"3FGL J1410.4+2821","RX J1410.4+2821","212.6195","28.3557","bll","N",""
"3FGL J1410.9+7406","","212.742","74.1073","","N",""
"3FGL J1411.1+3717","","212.7957","37.2995","","N",""
"3FGL J1411.4-0724","","212.8551","-7.4143","","N",""
"3FGL J1411.8-5743","","212.9744","-57.7172","","N",""
"3FGL J1412.0+5249","SBS 1410+530","213.0197","52.8173","bcu","N",""
"3FGL J1412.3-6635","","213.0928","-66.5974","","N",""
"3FGL J1413.2-6518","Circinus galaxy","213.3172","-65.3037","sey","N",""
"3FGL J1413.4-6205","LAT PSR J1413-6205","213.3724","-62.0866","PSR","N",""
"3FGL J1415.0-1001","PKS B1412-096","213.7564","-10.0184","fsrq","N",""
"3FGL J1415.2+4832","RX J1415.5+4830","213.8114","48.5396","bll","N",""
"3FGL J1416.0+1325","PKS B1413+135","214.0061","13.4264","bcu","N",""
"3FGL J1416.1-2417","NVSS J141612-241812","214.0391","-24.2989","bll","N",""
"3FGL J1417.5-4402","","214.3772","-44.0427","","N",""
"3FGL J1417.7-5026","","214.4296","-50.4396","","N",""
"3FGL J1417.8+2540","1E 1415.6+2557","214.4621","25.6702","bll","N",""
"3FGL J1418.4-0233","NVSS J141826-023336","214.6095","-2.5638","bll","N",""
"3FGL J1418.5+3543","NVSS J141828+354250","214.6499","35.7186","BCU","N",""
"3FGL J1418.6-6058","LAT PSR J1418-6058","214.6651","-60.9706","PSR","E","Kookaburra (Rabbit)"
"3FGL J1418.9+7731","1RXS J141901.8+773229","214.7475","77.5171","bcu","N",""
"3FGL J1419.1-5156","PMN J1419-5155","214.776","-51.942","bcu","N",""
"3FGL J1419.1-5534","","214.7841","-55.5769","","N",""
"3FGL J1419.5-0836","NVSS J141922-083830","214.8751","-8.6105","bcu","N",""
"3FGL J1419.5+0449","SDSS J141927.49+044513.7","214.8966","4.8262","bll","N",""
"3FGL J1419.8+3819","B3 1417+385","214.9555","38.3248","fsrq","N",""
"3FGL J1419.9+5425","OQ 530","214.9837","54.4195","bll","N",""
"3FGL J1420.0-6048","PSR J1420-6048","215.0075","-60.8147","PSR","E","Kookaburra PWN"
"3FGL J1420.9-4615","","215.2426","-46.2549","","N",""
"3FGL J1421.0-2431","","215.2605","-24.528","","N",""
"3FGL J1421.0-1122","PMN J1420-1118","215.2623","-11.3746","bcu","N",""
"3FGL J1421.8-7920","","215.4664","-79.3476","","N",""
"3FGL J1422.4+3227","OQ 334","215.614","32.452","fsrq","N",""
"3FGL J1422.4-6137","LAT PSR J1422-6138","215.6155","-61.6329","PSR","N",""
"3FGL J1422.8-7828","PKS 1418-782","215.7192","-78.479","fsrq","N",""
"3FGL J1422.8+5801","1ES 1421+582","215.722","58.0271","bll","N",""
"3FGL J1424.3+0434","TXS 1421+048","216.0917","4.5812","bll","N",""
"3FGL J1424.3-1753","","216.0938","-17.886","","N",""
"3FGL J1424.6-6807","PKS 1420-679","216.1589","-68.1323","bcu","N",""
"3FGL J1424.9+3615","FBQS J142455.5+361536","216.2436","36.2544","bll","N",""
"3FGL J1426.2+3402","RGB J1426+340","216.564","34.0441","bll","N",""
"3FGL J1427.0+2347","PKS 1424+240","216.7567","23.7998","BLL","P","PKS 1424+240"
"3FGL J1427.2+1610","","216.8084","16.1739","","N",""
"3FGL J1427.6-3305","PKS B1424-328","216.9093","-33.092","bll","N",""
"3FGL J1427.8-3215","NVSS J142750-321515","216.9597","-32.2518","bcu","N",""
"3FGL J1427.9-4206","PKS B1424-418","216.9914","-42.1106","FSRQ","N",""
"3FGL J1428.5+4240","H 1426+428","217.1494","42.6711","bll","P","H 1426+428"
"3FGL J1429.8-5910","LAT PSR J1429-5911","217.4679","-59.1757","PSR","N",""
"3FGL J1430.8-4434","","217.7131","-44.5687","","N",""
"3FGL J1431.1-6425","","217.7964","-64.4228","","N",""
"3FGL J1434.1+4203","B3 1432+422","218.5394","42.0568","fsrq","N",""
"3FGL J1434.6+6640","1RXS J143442.0+664031","218.6553","66.6821","bcu","N",""
"3FGL J1434.6+1951","OQ 253","218.6563","19.8646","fsrq","N",""
"3FGL J1435.2+2023","TXS 1433+205","218.8199","20.3869","bll","N",""
"3FGL J1436.8+5639","RBS 1409","219.2128","56.6607","bll","N",""
"3FGL J1436.8+2322","PKS B1434+235","219.2151","23.3669","fsrq","N",""
"3FGL J1438.6-4209","","219.6686","-42.1607","","N",""
"3FGL J1438.7+3710","B2 1436+37B","219.6882","37.1679","fsrq","N",""
"3FGL J1439.2+3931","PG 1437+398","219.8215","39.5203","bll","N",""
"3FGL J1440.0-3955","1RXS J143949.8-395524","220.0053","-39.9227","bcu","N",""
"3FGL J1440.1+4955","GB6 J1439+4958","220.0268","49.9247","bll","N",""
"3FGL J1440.2-1538","PKS 1437-153","220.062","-15.6345","bll","N",""
"3FGL J1440.4-3845","1RXS J144037.4-384658","220.1188","-38.7629","bll","N",""
"3FGL J1440.9+0610","PMN J1440+0610","220.2463","6.1808","bll","N",""
"3FGL J1441.5-5955c","","220.397","-59.9277","spp","N",""
"3FGL J1442.0+4348","SDSS J144207.15+434836.6","220.5105","43.8153","bll","N",""
"3FGL J1442.6+5156","3C 303","220.669","51.9367","rdg","N",""
"3FGL J1442.8+1200","1ES 1440+122","220.7223","12.0152","bll","P","1ES 1440+122"
"3FGL J1443.9+2502","PKS 1441+25","220.9964","25.0388","fsrq","N",""
"3FGL J1444.0-3907","PKS 1440-389","221.009","-39.1299","bll","N",""
"3FGL J1444.0-7033","","221.0128","-70.5636","","N",""
"3FGL J1445.0-0328","RBS 1424","221.263","-3.4721","bll","N",""
"3FGL J1445.7-5925","","221.4471","-59.4278","","N",""
"3FGL J1446.1-1628","PKS B1443-162","221.5269","-16.4718","bll","N",""
"3FGL J1446.6-4701","PSR J1446-4701","221.6622","-47.0325","PSR","N",""
"3FGL J1446.8-1831","NVSS J144644-182922","221.7095","-18.5315","bcu","N",""
"3FGL J1447.3-5800","","221.8308","-58.0049","","N",""
"3FGL J1448.0+3608","RBS 1432","222.0098","36.1445","bll","N",""
"3FGL J1450.4+0911","TXS 1448+093","222.6199","9.1914","fsrq","N",""
"3FGL J1450.9+5200","SDSS J145059.99+520111.7","222.7445","52.003","bll","N",""
"3FGL J1451.2+6355","RX J1451.4+6354","222.805","63.9193","bll","N",""
"3FGL J1454.0+1622","CLASS J1454+1623","223.5029","16.3797","fsrq","N",""
"3FGL J1454.2-3751","PKS 1451-375","223.5655","-37.8565","fsrq","N",""
"3FGL J1454.5+5124","TXS 1452+516","223.6304","51.4084","bll","N",""
"3FGL J1456.7-6046","","224.1955","-60.7768","","E","HESS J1458-608"
"3FGL J1457.4-3539","PKS 1454-354","224.3553","-35.6567","FSRQ","N",""
"3FGL J1457.6-6249","","224.4001","-62.8296","","N",""
"3FGL J1457.6-5355","","224.4122","-53.9259","","N",""
"3FGL J1458.7+3719","B3 1456+375","224.685","37.325","bll","N",""
"3FGL J1458.7-2120","","224.6875","-21.3346","","N",""
"3FGL J1459.4-6053","LAT PSR J1459-6053","224.8658","-60.8996","PSR","E","HESS J1458-608"
"3FGL J1500.6+4750","TXS 1459+480","225.173","47.8412","bll","N",""
"3FGL J1500.9+2238","MS 1458.8+2249","225.2411","22.6357","bll","N",""
"3FGL J1502.2+5553","","225.555","55.8862","","N",""
"3FGL J1503.5-5801","","225.8925","-58.0294","","E","HESS J1503-582"
"3FGL J1503.7+4759","SDSS J150347.99+475930.9","225.9254","47.9873","bll","N",""
"3FGL J1503.7-6426","AT20G J150350-642539","225.9287","-64.4493","bcu","N",""
"3FGL J1503.7-1540","RBS 1457","225.9469","-15.6758","bll","N",""
"3FGL J1504.4+1029","PKS 1502+106","226.1046","10.4936","FSRQ","N",""
"3FGL J1504.5-8242","1RXS J150537.1-824233","226.1417","-82.7095","bcu","N",""
"3FGL J1505.0-3432","PMN J1505-3432","226.2501","-34.5472","bll","N",""
"3FGL J1505.1+0326","PKS 1502+036","226.2783","3.4488","nlsy1","N",""
"3FGL J1506.1+3728","B2 1504+37","226.5491","37.4789","fsrq","N",""
"3FGL J1506.3+4332","NVSS J150617+433413","226.5942","43.5442","bll","N",""
"3FGL J1506.4-0340","","226.622","-3.6684","","N",""
"3FGL J1506.6-6219","","226.6676","-62.3312","","E","HESS J1507-622"
"3FGL J1506.6+0811","PMN J1506+0814","226.6749","8.1846","bll","N",""
"3FGL J1507.4+1725","NVSS J150716+172103","226.8689","17.4204","bll","N",""
"3FGL J1507.6-3710","NVSS J150720-370903","226.9087","-37.1779","bcu","N",""
"3FGL J1508.6+2709","RBS 1467","227.1647","27.1573","bll","N",""
"3FGL J1508.7-4956","PMN J1508-4953","227.1842","-49.9335","bcu","N",""
